id,name,vintage,price,JS,url,malbec,brunello
108220,"Ciacci Piccolomini d'Aragona Brunello di Montalcino Pianrosso",2006,69.99,96,https://www.wine.com/product/ciacci-piccolomini-daragona-brunello-di-montalcino-pianrosso-2006/108220,0,1
108221,"Poggio Antico Brunello di Montalcino",2006,71.99,95,https://www.wine.com/product/poggio-antico-brunello-di-montalcino-2006/108221,0,1
108222,"Poggio Antico Brunello di Montalcino Altero",2006,68.99,95,https://www.wine.com/product/poggio-antico-brunello-di-montalcino-altero-2006/108222,0,1
108225,"Canalicchio di Sopra Brunello di Montalcino",2006,44.97,90,https://www.wine.com/product/canalicchio-di-sopra-brunello-di-montalcino-2006/108225,0,1
108464,"BenMarco Malbec",2009,19.99,92,https://www.wine.com/product/benmarco-malbec-2009/108464,1,0
108962,"Banfi Brunello di Montalcino",2006,67.99,95,https://www.wine.com/product/banfi-brunello-di-montalcino-2006/108962,0,1
109113,"La Poderina Brunello di Montalcino",2006,53.99,95,https://www.wine.com/product/la-poderina-brunello-di-montalcino-2006/109113,0,1
109199,"Fattoria dei Barbi Brunello di Montalcino",2005,41.97,90,https://www.wine.com/product/fattoria-dei-barbi-brunello-di-montalcino-2005/109199,0,1
109243,"Argiano Brunello di Montalcino",2006,57.99,92,https://www.wine.com/product/argiano-brunello-di-montalcino-2006/109243,0,1
109463,"Col d'Orcia Brunello di Montalcino",2004,49.99,91,https://www.wine.com/product/col-dorcia-brunello-di-montalcino-2004/109463,0,1
109476,"Frescobaldi Castelgiocondo Brunello di Montalcino",2006,59.99,95,https://www.wine.com/product/frescobaldi-castelgiocondo-brunello-di-montalcino-2006/109476,0,1
109685,"Col d'Orcia Brunello di Montalcino",2006,58.99,94,https://www.wine.com/product/col-dorcia-brunello-di-montalcino-2006/109685,0,1
109885,"Luce Della Vite Brunello di Montalcino",2006,99,100,https://www.wine.com/product/luce-della-vite-brunello-di-montalcino-2006/109885,0,1
110983,"Fuligni Brunello di Montalcino",2006,54.97,96,https://www.wine.com/product/fuligni-brunello-di-montalcino-2006/110983,0,1
110984,"Conti Costanti Brunello di Montalcino",2006,79.99,91,https://www.wine.com/product/conti-costanti-brunello-di-montalcino-2006/110984,0,1
111166,"Camigliano Brunello di Montalcino",2006,47.19,91,https://www.wine.com/product/camigliano-brunello-di-montalcino-2006/111166,0,1
111193,"Fattoria dei Barbi Brunello di Montalcino",2006,109.99,90,https://www.wine.com/product/fattoria-dei-barbi-brunello-di-montalcino-2006/111193,0,1
111222,"Da Vinci Brunello di Montalcino",2006,66.99,92,https://www.wine.com/product/da-vinci-brunello-di-montalcino-2006/111222,0,1
111278,"Dona Paula Malbec Seleccion de Bodega",2009,39.99,93,https://www.wine.com/product/dona-paula-malbec-seleccion-de-bodega-2009/111278,1,0
111321,"Antinori Pian Delle Vigne Brunello Di Montalcino",2006,69.99,95,https://www.wine.com/product/antinori-pian-delle-vigne-brunello-di-montalcino-2006/111321,0,1
111520,"Mastrojanni Brunello di Montalcino",2006,49.99,94,https://www.wine.com/product/mastrojanni-brunello-di-montalcino-2006/111520,0,1
112283,"Tenute Silvio Nardi Brunello di Montalcino",2006,65.99,94,https://www.wine.com/product/tenute-silvio-nardi-brunello-di-montalcino-2006/112283,0,1
115210,"Valdicava Brunello Riserva Madonna del Piano (scuffed label)",2004,229,97,https://www.wine.com/product/valdicava-brunello-riserva-madonna-del-piano-scuffed-label-2004/115210,0,1
115211,"Valdicava Brunello Riserva Madonna del Piano",2006,259,100,https://www.wine.com/product/valdicava-brunello-riserva-madonna-del-piano-2006/115211,0,1
115215,"Valdicava Brunello di Montalcino",2007,149.99,98,https://www.wine.com/product/valdicava-brunello-di-montalcino-2007/115215,0,1
115222,"Canalicchio di Sopra Brunello di Montalcino",2007,52.79,92,https://www.wine.com/product/canalicchio-di-sopra-brunello-di-montalcino-2007/115222,0,1
115223,"Castello Romitorio Brunello di Montalcino",2007,58.99,92,https://www.wine.com/product/castello-romitorio-brunello-di-montalcino-2007/115223,0,1
115276,"Casanova di Neri Brunello di Montalcino White Label",2007,57.99,91,https://www.wine.com/product/casanova-di-neri-brunello-di-montalcino-white-label-2007/115276,0,1
115278,"Casanova di Neri Brunello di Montalcino Tenuta Nuova",2007,109.97,97,https://www.wine.com/product/casanova-di-neri-brunello-di-montalcino-tenuta-nuova-2007/115278,0,1
115279,"Casanova di Neri Brunello di Montalcino Cerretalto",2006,249,99,https://www.wine.com/product/casanova-di-neri-brunello-di-montalcino-cerretalto-2006/115279,0,1
115393,"Val di Suga Brunello di Montalcino",2006,54.99,92,https://www.wine.com/product/val-di-suga-brunello-di-montalcino-2006/115393,0,1
115432,"Altesino Brunello di Montalcino",2007,99.97,91,https://www.wine.com/product/altesino-brunello-di-montalcino-2007/115432,0,1
115435,"Altesino Montosoli Brunello di Montalcino",2007,139.97,98,https://www.wine.com/product/altesino-montosoli-brunello-di-montalcino-2007/115435,0,1
115438,"Altesino Brunello di Montalcino Riserva",2006,89,95,https://www.wine.com/product/altesino-brunello-di-montalcino-riserva-2006/115438,0,1
115439,"Poggio San Polo Brunello di Montalcino",2007,63.99,94,https://www.wine.com/product/poggio-san-polo-brunello-di-montalcino-2007/115439,0,1
115440,"Poggio San Polo Brunello di Montalcino Riserva",2006,66.99,94,https://www.wine.com/product/poggio-san-polo-brunello-di-montalcino-riserva-2006/115440,0,1
115443,"Salicutti Brunello di Montalcino Piaggione",2007,79.99,93,https://www.wine.com/product/salicutti-brunello-di-montalcino-piaggione-2007/115443,0,1
115500,"Valdicava Brunello di Montalcino",1999,119,91,https://www.wine.com/product/valdicava-brunello-di-montalcino-1999/115500,0,1
115501,"Valdicava Brunello di Montalcino",2001,179.97,98,https://www.wine.com/product/valdicava-brunello-di-montalcino-2001/115501,0,1
115541,"San Felice Campogiovanni Brunello di Montalcino",2007,43.99,94,https://www.wine.com/product/san-felice-campogiovanni-brunello-di-montalcino-2007/115541,0,1
115544,"San Felice Campogiovanni Brunello di Montalcino Il Quercione",2006,89.99,93,https://www.wine.com/product/san-felice-campogiovanni-brunello-di-montalcino-il-quercione-2006/115544,0,1
115545,"Capanna Brunello di Montalcino",2007,57.99,94,https://www.wine.com/product/capanna-brunello-di-montalcino-2007/115545,0,1
115547,"Capanna Brunello di Montalcino Riserva",2006,99.99,95,https://www.wine.com/product/capanna-brunello-di-montalcino-riserva-2006/115547,0,1
115548,"Ciacci Piccolomini d'Aragona Brunello di Montalcino Pianrosso",2007,71.99,96,https://www.wine.com/product/ciacci-piccolomini-daragona-brunello-di-montalcino-pianrosso-2007/115548,0,1
115550,"Poggio Antico Brunello di Montalcino",2007,85,94,https://www.wine.com/product/poggio-antico-brunello-di-montalcino-2007/115550,0,1
115553,"Poggio Antico Brunello di Montalcino Altero",2007,89,98,https://www.wine.com/product/poggio-antico-brunello-di-montalcino-altero-2007/115553,0,1
115554,"Poggio Antico Brunello di Montalcino Riserva",2006,135,94,https://www.wine.com/product/poggio-antico-brunello-di-montalcino-riserva-2006/115554,0,1
115930,"Pietranera Brunello di Montalcino",2007,42.99,90,https://www.wine.com/product/pietranera-brunello-di-montalcino-2007/115930,0,1
116514,"La Serena Brunello di Montalcino",2007,54.99,94,https://www.wine.com/product/la-serena-brunello-di-montalcino-2007/116514,0,1
116515,"La Serena Brunello di Montalcino Riserva Gemini",2006,89.97,96,https://www.wine.com/product/la-serena-brunello-di-montalcino-riserva-gemini-2006/116515,0,1
116517,"San Filippo Brunello di Montalcino Le Lucere",2007,55.99,94,https://www.wine.com/product/san-filippo-brunello-di-montalcino-le-lucere-2007/116517,0,1
116518,"Uccelliera Brunello di Montalcino",2007,59.99,94,https://www.wine.com/product/uccelliera-brunello-di-montalcino-2007/116518,0,1
116650,"Banfi Brunello di Montalcino",2007,71.99,94,https://www.wine.com/product/banfi-brunello-di-montalcino-2007/116650,0,1
116651,"Frescobaldi Castelgiocondo Brunello di Montalcino",2007,57.99,94,https://www.wine.com/product/frescobaldi-castelgiocondo-brunello-di-montalcino-2007/116651,0,1
117406,"Il Poggione Brunello di Montalcino",2007,79.99,94,https://www.wine.com/product/il-poggione-brunello-di-montalcino-2007/117406,0,1
117473,"Primus Malbec",2010,19.99,90,https://www.wine.com/product/primus-malbec-2010/117473,1,0
117528,"Gaja Rennina Brunello di Montalcino",2007,129.99,94,https://www.wine.com/product/gaja-rennina-brunello-di-montalcino-2007/117528,0,1
117842,"Il Poggione Brunello di Montalcino Riserva Vigna Paganelli",2006,99.99,93,https://www.wine.com/product/il-poggione-brunello-di-montalcino-riserva-vigna-paganelli-2006/117842,0,1
118162,"Tenute Silvio Nardi Brunello di Montalcino",2007,74.99,95,https://www.wine.com/product/tenute-silvio-nardi-brunello-di-montalcino-2007/118162,0,1
118259,"Podere Brizio Brunello di Montalcino",2007,56.99,92,https://www.wine.com/product/podere-brizio-brunello-di-montalcino-2007/118259,0,1
118275,"Frescobaldi Castelgiocondo Brunello di Montalcino Riserva",2005,84.99,93,https://www.wine.com/product/frescobaldi-castelgiocondo-brunello-di-montalcino-riserva-2005/118275,0,1
118519,"Frescobaldi Castelgiocondo Brunello di Montalcino Riserva",2006,109,95,https://www.wine.com/product/frescobaldi-castelgiocondo-brunello-di-montalcino-riserva-2006/118519,0,1
118947,"Col d'Orcia Brunello di Montalcino",2007,44.99,92,https://www.wine.com/product/col-dorcia-brunello-di-montalcino-2007/118947,0,1
119249,"Camigliano Brunello di Montalcino",2007,54.99,91,https://www.wine.com/product/camigliano-brunello-di-montalcino-2007/119249,0,1
119822,"Gaja Sugarille Brunello di Montalcino",2008,165,92,https://www.wine.com/product/gaja-sugarille-brunello-di-montalcino-2008/119822,0,1
120856,"La Gerla Brunello di Montalcino",2007,54.99,92,https://www.wine.com/product/la-gerla-brunello-di-montalcino-2007/120856,0,1
121026,"Ciacci Piccolomini d'Aragona Brunello di Montalcino",2007,58.99,92,https://www.wine.com/product/ciacci-piccolomini-daragona-brunello-di-montalcino-2007/121026,0,1
121262,"Friggiali Brunello di Montalcino",2007,39.99,92,https://www.wine.com/product/friggiali-brunello-di-montalcino-2007/121262,0,1
121277,"Valdicava Brunello Riserva Madonna del Piano",2001,349,100,https://www.wine.com/product/valdicava-brunello-riserva-madonna-del-piano-2001/121277,0,1
121283,"Achaval-Ferrer Finca Bella Vista Malbec",2011,125,98,https://www.wine.com/product/achaval-ferrer-finca-bella-vista-malbec-2011/121283,1,0
121494,"Fuligni Brunello di Montalcino Riserva",2006,124.99,96,https://www.wine.com/product/fuligni-brunello-di-montalcino-riserva-2006/121494,0,1
121914,"Val di Suga Brunello di Montalcino",2007,68.99,92,https://www.wine.com/product/val-di-suga-brunello-di-montalcino-2007/121914,0,1
122001,"Mastrojanni Brunello di Montalcino",2007,43.99,95,https://www.wine.com/product/mastrojanni-brunello-di-montalcino-2007/122001,0,1
122079,"Ruffino Greppone Mazzi Brunello di Montalcino",2006,59.99,91,https://www.wine.com/product/ruffino-greppone-mazzi-brunello-di-montalcino-2006/122079,0,1
122406,"Montes Alpha Series Malbec",2011,19.99,91,https://www.wine.com/product/montes-alpha-series-malbec-2011/122406,1,0
122474,"La Poderina Brunello di Montalcino",2007,57.99,93,https://www.wine.com/product/la-poderina-brunello-di-montalcino-2007/122474,0,1
122490,"Valle Las Acequias Malbec Roble",2008,14.99,91,https://www.wine.com/product/valle-las-acequias-malbec-roble-2008/122490,1,0
122622,"Achaval-Ferrer Finca Mirador Malbec",2011,119.99,93,https://www.wine.com/product/achaval-ferrer-finca-mirador-malbec-2011/122622,1,0
122818,"Fuligni Brunello di Montalcino",2007,89.97,95,https://www.wine.com/product/fuligni-brunello-di-montalcino-2007/122818,0,1
122819,"Lisini Brunello di Montalcino",2007,78.99,93,https://www.wine.com/product/lisini-brunello-di-montalcino-2007/122819,0,1
123061,"Casanova di Neri Brunello di Montalcino White Label",2008,51.99,90,https://www.wine.com/product/casanova-di-neri-brunello-di-montalcino-white-label-2008/123061,0,1
123125,"Uccelliera Brunello di Montalcino Riserva",2006,119.99,96,https://www.wine.com/product/uccelliera-brunello-di-montalcino-riserva-2006/123125,0,1
123148,"Casanova di Neri Brunello di Montalcino Tenuta Nuova",2008,79.99,94,https://www.wine.com/product/casanova-di-neri-brunello-di-montalcino-tenuta-nuova-2008/123148,0,1
123289,"Casanova di Neri Brunello di Montalcino Cerretalto",2007,269,97,https://www.wine.com/product/casanova-di-neri-brunello-di-montalcino-cerretalto-2007/123289,0,1
123300,"La Poderina Brunello di Montalcino Poggio Abate Riserva",2006,69.99,96,https://www.wine.com/product/la-poderina-brunello-di-montalcino-poggio-abate-riserva-2006/123300,0,1
123338,"Mastrojanni Brunello di Montalcino",2008,89,94,https://www.wine.com/product/mastrojanni-brunello-di-montalcino-2008/123338,0,1
123383,"Caparzo Brunello di Montalcino",2008,39.99,92,https://www.wine.com/product/caparzo-brunello-di-montalcino-2008/123383,0,1
123789,"Il Poggione Brunello di Montalcino Riserva Vigna Paganelli",2007,129.99,95,https://www.wine.com/product/il-poggione-brunello-di-montalcino-riserva-vigna-paganelli-2007/123789,0,1
123791,"Frescobaldi Castelgiocondo Brunello di Montalcino",2008,69.99,93,https://www.wine.com/product/frescobaldi-castelgiocondo-brunello-di-montalcino-2008/123791,0,1
123810,"Banfi Brunello di Montalcino",2008,67.99,93,https://www.wine.com/product/banfi-brunello-di-montalcino-2008/123810,0,1
124150,"Castiglion del Bosco Brunello di Montalcino",2007,46.99,92,https://www.wine.com/product/castiglion-del-bosco-brunello-di-montalcino-2007/124150,0,1
124227,"Altocedro Ano Cero Malbec",2012,23.99,92,https://www.wine.com/product/altocedro-ano-cero-malbec-2012/124227,1,0
124422,"Tenute Silvio Nardi Brunello di Montalcino",2008,49.99,92,https://www.wine.com/product/tenute-silvio-nardi-brunello-di-montalcino-2008/124422,0,1
124541,"Achaval-Ferrer Mendoza Malbec",2012,26.99,90,https://www.wine.com/product/achaval-ferrer-mendoza-malbec-2012/124541,1,0
124688,"Ciacci Piccolomini d'Aragona Brunello di Montalcino",2008,24.99,91,https://www.wine.com/product/ciacci-piccolomini-daragona-brunello-di-montalcino-2008/124688,0,1
124848,"Caparzo Brunello di Montalcino Riserva",2007,69.99,92,https://www.wine.com/product/caparzo-brunello-di-montalcino-riserva-2007/124848,0,1
125191,"Luce Della Vite Brunello di Montalcino",2008,79.99,95,https://www.wine.com/product/luce-della-vite-brunello-di-montalcino-2008/125191,0,1
125317,"Il Poggione Brunello di Montalcino",2008,74.99,91,https://www.wine.com/product/il-poggione-brunello-di-montalcino-2008/125317,0,1
125606,"Argiano Brunello di Montalcino",2008,55.99,93,https://www.wine.com/product/argiano-brunello-di-montalcino-2008/125606,0,1
125690,"Camigliano Brunello di Montalcino",2008,57.99,91,https://www.wine.com/product/camigliano-brunello-di-montalcino-2008/125690,0,1
125717,"La Poderina Brunello di Montalcino",2008,58.99,93,https://www.wine.com/product/la-poderina-brunello-di-montalcino-2008/125717,0,1
125920,"San Filippo Brunello di Montalcino Le Lucere",2004,85,92,https://www.wine.com/product/san-filippo-brunello-di-montalcino-le-lucere-2004/125920,0,1
125996,"Tenuta la Fuga Brunello di Montalcino",2006,49.99,93,https://www.wine.com/product/tenuta-la-fuga-brunello-di-montalcino-2006/125996,0,1
126940,"Conti Costanti Brunello di Montalcino Riserva",2007,109,95,https://www.wine.com/product/conti-costanti-brunello-di-montalcino-riserva-2007/126940,0,1
127057,"Fabre Montmayou Grand Vin",2010,39.99,95,https://www.wine.com/product/fabre-montmayou-grand-vin-2010/127057,1,0
127194,"BenMarco Malbec",2012,17.99,90,https://www.wine.com/product/benmarco-malbec-2012/127194,1,0
127354,"La Gerla Brunello di Montalcino",2008,49.99,92,https://www.wine.com/product/la-gerla-brunello-di-montalcino-2008/127354,0,1
127992,"Livio Sassetti Brunello di Montalcino Pertimali",2008,44.99,93,https://www.wine.com/product/livio-sassetti-brunello-di-montalcino-pertimali-2008/127992,0,1
128050,"Altesino Brunello di Montalcino",2009,63.99,93,https://www.wine.com/product/altesino-brunello-di-montalcino-2009/128050,0,1
128186,"Poggio Il Castellare Brunello di Montalcino",2007,69.99,94,https://www.wine.com/product/poggio-il-castellare-brunello-di-montalcino-2007/128186,0,1
128267,"Bodega Cuarto Dominio Chento Malbec",2011,22.99,92,https://www.wine.com/product/bodega-cuarto-dominio-chento-malbec-2011/128267,1,0
128481,"Terrazas de los Andes Reserva Malbec",2012,17.99,92,https://www.wine.com/product/terrazas-de-los-andes-reserva-malbec-2012/128481,1,0
128773,"Caparzo Brunello di Montalcino Riserva",2006,79.99,95,https://www.wine.com/product/caparzo-brunello-di-montalcino-riserva-2006/128773,0,1
128912,"Antinori Pian Delle Vigne Brunello Di Montalcino",2008,59.99,92,https://www.wine.com/product/antinori-pian-delle-vigne-brunello-di-montalcino-2008/128912,0,1
129625,"Bodega Noemia de Patagonia Rio Negro Valley Malbec",2011,129.99,95,https://www.wine.com/product/bodega-noemia-de-patagonia-rio-negro-valley-malbec-2011/129625,1,0
129630,"Susana Balbo Signature Malbec",2012,21.99,92,https://www.wine.com/product/susana-balbo-signature-malbec-2012/129630,1,0
129633,"CARO Aruma Malbec",2013,17.99,91,https://www.wine.com/product/caro-aruma-malbec-2013/129633,1,0
129634,"CARO Aruma Malbec",2012,16.98,90,https://www.wine.com/product/caro-aruma-malbec-2012/129634,1,0
129743,"Frescobaldi Castelgiocondo Brunello di Montalcino",2009,59.99,94,https://www.wine.com/product/frescobaldi-castelgiocondo-brunello-di-montalcino-2009/129743,0,1
129903,"Casanova di Neri Brunello di Montalcino Cerretalto",2008,249.99,96,https://www.wine.com/product/casanova-di-neri-brunello-di-montalcino-cerretalto-2008/129903,0,1
129997,"La Poderina Brunello di Montalcino Poggio Abate Riserva",2007,71.99,94,https://www.wine.com/product/la-poderina-brunello-di-montalcino-poggio-abate-riserva-2007/129997,0,1
130232,"Casanova di Neri Brunello di Montalcino Tenuta Nuova",2009,84.99,93,https://www.wine.com/product/casanova-di-neri-brunello-di-montalcino-tenuta-nuova-2009/130232,0,1
130583,"Pascual Toso Malbec Reserve",2012,19.99,91,https://www.wine.com/product/pascual-toso-malbec-reserve-2012/130583,1,0
131079,"Casanova di Neri Brunello di Montalcino White Label",2009,59.99,90,https://www.wine.com/product/casanova-di-neri-brunello-di-montalcino-white-label-2009/131079,0,1
131090,"Trivento Eolo Malbec",2011,107.99,94,https://www.wine.com/product/trivento-eolo-malbec-2011/131090,1,0
131110,"Banfi Brunello di Montalcino",2009,71.99,91,https://www.wine.com/product/banfi-brunello-di-montalcino-2009/131110,0,1
131145,"Recuerdo Malbec",2012,19.99,91,https://www.wine.com/product/recuerdo-malbec-2012/131145,1,0
131147,"Fossacolle Brunello di Montalcino",2009,56.99,92,https://www.wine.com/product/fossacolle-brunello-di-montalcino-2009/131147,0,1
131160,"Caparzo Brunello di Montalcino",2009,35.99,90,https://www.wine.com/product/caparzo-brunello-di-montalcino-2009/131160,0,1
131288,"La Poderina Brunello di Montalcino Poggio Abate Riserva",2008,84.99,90,https://www.wine.com/product/la-poderina-brunello-di-montalcino-poggio-abate-riserva-2008/131288,0,1
131341,"Argiano Brunello di Montalcino",2009,54.99,92,https://www.wine.com/product/argiano-brunello-di-montalcino-2009/131341,0,1
131571,"Vitanza Brunello di Montalcino Riserva",2006,52.99,93,https://www.wine.com/product/vitanza-brunello-di-montalcino-riserva-2006/131571,0,1
131601,"La Serena Brunello di Montalcino",2008,44.99,92,https://www.wine.com/product/la-serena-brunello-di-montalcino-2008/131601,0,1
131628,"Tenute Silvio Nardi Brunello di Montalcino",2009,89.99,92,https://www.wine.com/product/tenute-silvio-nardi-brunello-di-montalcino-2009/131628,0,1
131684,"Siro Pacenti Brunello di Montalcino",2007,77.99,97,https://www.wine.com/product/siro-pacenti-brunello-di-montalcino-2007/131684,0,1
131694,"Dona Paula Estate Malbec",2012,12.99,93,https://www.wine.com/product/dona-paula-estate-malbec-2012/131694,1,0
131851,"Vina Amalia Reserva Malbec",2012,20.99,93,https://www.wine.com/product/vina-amalia-reserva-malbec-2012/131851,1,0
131956,"Catena Alta Malbec",2011,45.99,93,https://www.wine.com/product/catena-alta-malbec-2011/131956,1,0
132052,"La Poderina Brunello di Montalcino",2009,52.99,91,https://www.wine.com/product/la-poderina-brunello-di-montalcino-2009/132052,0,1
132093,"Zuccardi Q Malbec",2012,17.99,91,https://www.wine.com/product/zuccardi-q-malbec-2012/132093,1,0
132499,"Fattoria dei Barbi Brunello di Montalcino",2008,49.99,91,https://www.wine.com/product/fattoria-dei-barbi-brunello-di-montalcino-2008/132499,0,1
133220,"Bodegas Nieto Senetiner Malbec",2012,17.99,92,https://www.wine.com/product/bodegas-nieto-senetiner-malbec-2012/133220,1,0
133779,"Kaiken Ultra Malbec",2012,20.99,94,https://www.wine.com/product/kaiken-ultra-malbec-2012/133779,1,0
134008,"Bodega Calle Alberti 154 Malbec",2012,17.99,91,https://www.wine.com/product/bodega-calle-alberti-154-malbec-2012/134008,1,0
134012,"Altesino Brunello di Montalcino Riserva",2007,69.99,95,https://www.wine.com/product/altesino-brunello-di-montalcino-riserva-2007/134012,0,1
134085,"Tenuta la Fuga Brunello di Montalcino",2009,59.99,90,https://www.wine.com/product/tenuta-la-fuga-brunello-di-montalcino-2009/134085,0,1
134139,"Il Poggione Brunello di Montalcino",2009,71.99,92,https://www.wine.com/product/il-poggione-brunello-di-montalcino-2009/134139,0,1
134154,"Le Chiuse Brunello di Montalcino Riserva",2006,59.99,91,https://www.wine.com/product/le-chiuse-brunello-di-montalcino-riserva-2006/134154,0,1
134170,"Valdicava Brunello Riserva Madonna del Piano",2007,329,98,https://www.wine.com/product/valdicava-brunello-riserva-madonna-del-piano-2007/134170,0,1
134171,"Valdicava Brunello di Montalcino",2008,129,94,https://www.wine.com/product/valdicava-brunello-di-montalcino-2008/134171,0,1
134330,"Poggio Antico Brunello di Montalcino Altero",2009,109.99,92,https://www.wine.com/product/poggio-antico-brunello-di-montalcino-altero-2009/134330,0,1
134331,"Poggio Antico Brunello di Montalcino",2009,69.99,91,https://www.wine.com/product/poggio-antico-brunello-di-montalcino-2009/134331,0,1
134621,"Vina Cobos Felino Malbec",2013,19.99,92,https://www.wine.com/product/vina-cobos-felino-malbec-2013/134621,1,0
134943,"Fabre Montmayou Grand Vin",2011,41.99,94,https://www.wine.com/product/fabre-montmayou-grand-vin-2011/134943,1,0
134952,"Durigutti Malbec Reserva",2011,27.99,91,https://www.wine.com/product/durigutti-malbec-reserva-2011/134952,1,0
135158,"Durigutti Familia Malbec",2009,64.99,95,https://www.wine.com/product/durigutti-familia-malbec-2009/135158,1,0
135501,"Luigi Bosca Malbec",2012,19.99,93,https://www.wine.com/product/luigi-bosca-malbec-2012/135501,1,0
135944,"Fuligni Brunello di Montalcino Riserva",2007,134.99,95,https://www.wine.com/product/fuligni-brunello-di-montalcino-riserva-2007/135944,0,1
135946,"Il Palazzone Brunello di Montalcino",2009,84.99,91,https://www.wine.com/product/il-palazzone-brunello-di-montalcino-2009/135946,0,1
136253,"Fuligni Brunello di Montalcino",2009,64.99,93,https://www.wine.com/product/fuligni-brunello-di-montalcino-2009/136253,0,1
136264,"Altocedro Reserva Malbec",2012,34.99,93,https://www.wine.com/product/altocedro-reserva-malbec-2012/136264,1,0
136280,"Mendel Malbec",2012,21.99,94,https://www.wine.com/product/mendel-malbec-2012/136280,1,0
137009,"Caparzo Brunello di Montalcino Riserva",2009,79.99,90,https://www.wine.com/product/caparzo-brunello-di-montalcino-riserva-2009/137009,0,1
137145,"Vina Cobos Cobos Malbec",2011,185,100,https://www.wine.com/product/vina-cobos-cobos-malbec-2011/137145,1,0
137150,"Vina Cobos Bramare Rebon Vineyard Malbec",2011,83.99,96,https://www.wine.com/product/vina-cobos-bramare-rebon-vineyard-malbec-2011/137150,1,0
137152,"Vina Cobos Bramare Uco Valley Malbec",2012,44.99,93,https://www.wine.com/product/vina-cobos-bramare-uco-valley-malbec-2012/137152,1,0
137227,"Bodega Colome Estate Malbec",2012,23.99,92,https://www.wine.com/product/bodega-colome-estate-malbec-2012/137227,1,0
137767,"Mastrojanni Brunello di Montalcino Vigna Loreto",2008,85,92,https://www.wine.com/product/mastrojanni-brunello-di-montalcino-vigna-loreto-2008/137767,0,1
137914,"Alta Vista Estate Malbec",2013,16.99,90,https://www.wine.com/product/alta-vista-estate-malbec-2013/137914,1,0
138210,"Antinori Pian Delle Vigne Brunello Di Montalcino",2009,105,94,https://www.wine.com/product/antinori-pian-delle-vigne-brunello-di-montalcino-2009/138210,0,1
