name,vintage,varietal,location,price,score,prediction,difference,bordeauxBlends,syrah,pinot,italy,france,australia
Chateau Leoville Las Cases,1989.0,Bordeaux Red Blends,"St. Julien, Bordeaux, France",309.97,91.0,93.923294,-2.923294,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Montrose,1989.0,Bordeaux Red Blends,"St. Estephe, Bordeaux, France",469.97,100.0,95.27203,4.7279663,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Pichon Longueville Comtesse de Lalande,1989.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",249.97,93.0,93.41753,-0.41752625,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Leoville Poyferre,1982.0,Bordeaux Red Blends,"St. Julien, Bordeaux, France",216.99,93.0,93.020355,-0.020355225,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Leoville Barton,1990.0,Bordeaux Red Blends,"St. Julien, Bordeaux, France",211.99,92.0,93.114395,-1.1143951,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Leoville Barton,1996.0,Bordeaux Red Blends,"St. Julien, Bordeaux, France",259.97,93.0,93.62098,-0.6209793,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Latour,1996.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",849.97,99.0,98.59443,0.40557098,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Cos d'Estournel,1990.0,Bordeaux Red Blends,"St. Estephe, Bordeaux, France",229.97,94.0,93.26595,0.73404694,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Haut-Brion,1990.0,Bordeaux Red Blends,"Pessac-Leognan, Bordeaux, France",989.97,98.0,99.67243,-1.672432,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Haut-Brion,1994.0,Bordeaux Red Blends,"Pessac-Leognan, Bordeaux, France",429.99,92.0,95.02013,-3.0201263,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Leoville Poyferre,1996.0,Bordeaux Red Blends,"St. Julien, Bordeaux, France",139.0,93.0,92.60125,0.3987503,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Leoville Barton,1986.0,Bordeaux Red Blends,"St. Julien, Bordeaux, France",113.99,92.0,92.2202,-0.22019958,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Pontet-Canet,1995.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",159.97,92.0,92.761,-0.7610016,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Lafite Rothschild,1994.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",225.99,90.0,93.30049,-3.3004913,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Margaux,1990.0,Bordeaux Red Blends,"Margaux, Bordeaux, France",989.0,100.0,99.66426,0.33573914,1.0,0.0,0.0,0.0,1.0,0.0
Chateau La Mission Haut-Brion,1990.0,Bordeaux Red Blends,"Pessac-Leognan, Bordeaux, France",699.98,97.0,97.227936,-0.22793579,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Ducru-Beaucaillou,1996.0,Bordeaux Red Blends,"St. Julien, Bordeaux, France",379.97,96.0,94.63252,1.3674774,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Lynch-Bages,1990.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",349.97,99.0,94.277504,4.722496,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Lynch-Bages,1996.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",219.97,93.0,93.2838,-0.28379822,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Pichon-Longueville Baron,1990.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",250.0,98.0,93.4348,4.565201,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Pichon-Longueville Baron,1995.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",189.97,90.0,93.013885,-3.0138855,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Pichon-Longueville Baron,1996.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",229.97,91.0,93.36809,-2.3680878,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Leoville Las Cases,1990.0,Bordeaux Red Blends,"St. Julien, Bordeaux, France",304.99,96.0,93.898346,2.101654,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Leoville Las Cases,1993.0,Bordeaux Red Blends,"St. Julien, Bordeaux, France",79.99,90.0,92.05276,-2.0527573,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Leoville Las Cases,1995.0,Bordeaux Red Blends,"St. Julien, Bordeaux, France",125.0,95.0,92.46622,2.533783,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Grand-Puy-Lacoste,1995.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",149.0,95.0,92.668526,2.3314743,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Mouton Rothschild (Balthus label),1993.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",599.97,90.0,96.43597,-6.4359665,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Haut-Brion,1996.0,Bordeaux Red Blends,"Pessac-Leognan, Bordeaux, France",649.97,92.0,96.90851,-4.9085083,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Pichon Longueville Comtesse de Lalande,2000.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",339.97,96.0,94.363434,1.6365662,1.0,0.0,0.0,0.0,1.0,0.0
Avignonesi Grifi (stained labels),1995.0,Tuscan Blends,"Tuscany, Italy",29.99,90.0,91.72094,-1.7209396,1.0,0.0,0.0,1.0,0.0,0.0
Clarendon Hills Liandra Syrah,1998.0,Syrah/Shiraz,"McLaren Vale, Australia",70.49,91.0,92.63518,-1.6351776,0.0,1.0,0.0,0.0,0.0,1.0
Clarendon Hills Hickinbotham Syrah,1998.0,Syrah/Shiraz,"McLaren Vale, Australia",59.97,92.0,92.5465,-0.54650116,0.0,1.0,0.0,0.0,0.0,1.0
Clarendon Hills Brookman Syrah,1998.0,Syrah/Shiraz,"McLaren Vale, Australia",64.99,93.0,92.58882,0.4111786,0.0,1.0,0.0,0.0,0.0,1.0
Frankland Estate Olmo's Reward (Cabernet Blend),1996.0,Bordeaux Red Blends,Australia,26.99,90.0,91.32293,-1.3229294,1.0,0.0,0.0,0.0,0.0,1.0
Guigal La Mouline Cote Rotie,1996.0,Syrah/Shiraz,"Cote Rotie, Rhone, France",249.0,95.0,94.440025,0.5599747,0.0,1.0,0.0,0.0,1.0,0.0
Chateau Lynch-Bages,1985.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",209.0,90.0,93.004074,-3.004074,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Latour,1994.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",469.79,94.0,95.35562,-1.3556213,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Latour,1995.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",549.97,96.0,96.04853,-0.04853058,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Margaux,1994.0,Bordeaux Red Blends,"Margaux, Bordeaux, France",419.0,91.0,94.92749,-3.9274902,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Sociando-Mallet,1995.0,Bordeaux Red Blends,"Haut Medoc, Bordeaux, France",69.99,90.0,92.0025,-2.0025024,1.0,0.0,0.0,0.0,1.0,0.0
Kilikanoon Oracle Shiraz,1998.0,Syrah/Shiraz,"Clare Valley, Australia",89.97,92.0,92.79939,-0.7993927,0.0,1.0,0.0,0.0,0.0,1.0
Chateau Clerc Milon,1996.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",124.97,90.0,92.48299,-2.4829865,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Mouton Rothschild,1995.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",349.0,95.0,94.35445,0.6455536,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Duhart-Milon,1996.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",104.99,90.0,92.31456,-2.31456,1.0,0.0,0.0,0.0,1.0,0.0
Domaine Robert Groffier Pere & Fils Chambolle Musigny Les Amoureuses Premier Cru,1998.0,Pinot Noir,"Chambolle-Musigny, Cote de Nuits, Cote d'Or, Burgundy, France",439.0,93.0,94.29826,-1.2982635,0.0,0.0,1.0,0.0,1.0,0.0
Tenuta Guado al Tasso,1997.0,Bordeaux Red Blends,"Bolgheri, Tuscany, Italy",129.0,94.0,92.5896,1.4104004,1.0,0.0,0.0,1.0,0.0,0.0
Peter Lehmann Eight Songs Shiraz,1996.0,Syrah/Shiraz,"Barossa Valley, Barossa, Australia",53.99,93.0,92.46205,0.5379486,0.0,1.0,0.0,0.0,0.0,1.0
Peter Lehmann Shiraz,1998.0,Syrah/Shiraz,"Barossa Valley, Barossa, Australia",17.49,90.0,92.188416,-2.1884155,0.0,1.0,0.0,0.0,0.0,1.0
Chateau Leoville Barton,1995.0,Bordeaux Red Blends,"St. Julien, Bordeaux, France",129.0,95.0,92.49994,2.500061,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Margaux,1996.0,Bordeaux Red Blends,"Margaux, Bordeaux, France",799.0,100.0,98.16477,1.835228,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Margaux,1995.0,Bordeaux Red Blends,"Margaux, Bordeaux, France",599.97,95.0,96.47002,-1.4700165,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Montrose,1995.0,Bordeaux Red Blends,"St. Estephe, Bordeaux, France",83.99,92.0,92.12052,-0.120521545,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Sociando-Mallet (scuffed label),1996.0,Bordeaux Red Blends,"Haut Medoc, Bordeaux, France",85.97,90.0,92.154236,-2.1542358,1.0,0.0,0.0,0.0,1.0,0.0
Antinori Tignanello,1997.0,Tuscan Blends,"Tuscany, Italy",259.97,93.0,93.69362,-0.6936188,1.0,0.0,0.0,1.0,0.0,0.0
Chateau Monbousquet,1997.0,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",59.99,92.0,91.952255,0.04774475,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Lafite Rothschild,1997.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",849.97,92.0,98.61145,-6.61145,1.0,0.0,0.0,0.0,1.0,0.0
Les Forts de Latour,1996.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",64.99,90.0,91.97738,-1.9773788,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Haut-Batailley,1996.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",139.97,91.0,92.60943,-1.6094284,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Pichon Longueville Comtesse de Lalande,1996.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",239.0,96.0,93.444214,2.5557861,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Pichon Longueville Comtesse de Lalande,1986.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",217.49,94.0,93.09267,0.9073334,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Clerc Milon,1997.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",46.99,89.0,91.842674,-2.8426743,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Grand Mayne,1996.0,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",34.99,89.0,91.72449,-2.7244873,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Cos d'Estournel,1995.0,Bordeaux Red Blends,"St. Estephe, Bordeaux, France",269.97,95.0,93.68825,1.3117523,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Pichon Longueville Comtesse de Lalande,1995.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",175.0,96.0,92.887695,3.1123047,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Angelus,1996.0,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",379.97,91.0,94.63252,-3.6325226,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Monbousquet,1997.0,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",62.97,92.0,91.97738,0.022621155,1.0,0.0,0.0,0.0,1.0,0.0
Chateau La Mission Haut-Brion,1996.0,Bordeaux Red Blends,"Pessac-Leognan, Bordeaux, France",145.99,90.0,92.66017,-2.6601715,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Montrose,1996.0,Bordeaux Red Blends,"St. Estephe, Bordeaux, France",199.97,96.0,93.115204,2.8847961,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Cos d'Estournel,1996.0,Bordeaux Red Blends,"St. Estephe, Bordeaux, France",279.97,93.0,93.789566,-0.78956604,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Sociando-Mallet,1996.0,Bordeaux Red Blends,"Haut Medoc, Bordeaux, France",47.99,90.0,91.834076,-1.8340759,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Certan de May,1995.0,Bordeaux Red Blends,"Pomerol, Bordeaux, France",150.0,90.0,92.676956,-2.6769562,1.0,0.0,0.0,0.0,1.0,0.0
M. Chapoutier Hermitage Monier de la Sizeranne,1995.0,Syrah/Shiraz,"Hermitage, Rhone, France",85.0,92.0,93.04055,-1.0405502,0.0,1.0,0.0,0.0,1.0,0.0
M. Chapoutier Ermitage Le Pavillon,1995.0,Syrah/Shiraz,"Hermitage, Rhone, France",259.0,99.0,94.50729,4.4927063,0.0,1.0,0.0,0.0,1.0,0.0
Chateau Haut-Marbuzet,1995.0,Bordeaux Red Blends,"St. Estephe, Bordeaux, France",42.99,92.0,91.7749,0.22509766,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Lynch-Bages,1982.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",499.97,93.0,95.405754,-2.405754,1.0,0.0,0.0,0.0,1.0,0.0
Chateau La Mission Haut-Brion,1998.0,Bordeaux Red Blends,"Pessac-Leognan, Bordeaux, France",459.97,98.0,95.34094,2.6590576,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Haut-Brion (scuffed labels),1995.0,Bordeaux Red Blends,"Pessac-Leognan, Bordeaux, France",599.97,96.0,96.47002,-0.47001648,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Trotanoy,1995.0,Bordeaux Red Blends,"Pomerol, Bordeaux, France",209.0,93.0,93.1743,-0.17430115,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Grand-Puy-Lacoste,1996.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",169.97,91.0,92.86232,-1.86232,1.0,0.0,0.0,0.0,1.0,0.0
Chateau L'Arrosee,1995.0,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",79.99,90.0,92.0868,-2.0867996,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Leoville Las Cases,1994.0,Bordeaux Red Blends,"St. Julien, Bordeaux, France",159.0,93.0,92.735794,0.26420593,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Leoville Las Cases,1997.0,Bordeaux Red Blends,"St. Julien, Bordeaux, France",159.97,90.0,92.795044,-2.795044,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Mouton Rothschild,1996.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",629.97,94.0,96.73992,-2.7399216,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Pichon Longueville Comtesse de Lalande,1994.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",125.0,91.0,92.44919,-1.4491882,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Pontet-Canet,1994.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",99.0,93.0,92.23003,0.76997375,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Phelan Segur,1995.0,Bordeaux Red Blends,"St. Estephe, Bordeaux, France",109.99,92.0,92.33969,-0.33969116,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Beau-Sejour Becot,1998.0,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",99.97,91.0,92.30629,-1.3062897,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Coufran Haut-Medoc,1998.0,Bordeaux Red Blends,"Medoc, Bordeaux, France",21.99,87.0,91.64896,-4.6489563,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Cos d'Estournel,1985.0,Bordeaux Red Blends,"St. Estephe, Bordeaux, France",189.99,93.0,92.84383,0.1561737,1.0,0.0,0.0,0.0,1.0,0.0
Chateau d'Armailhac,1997.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",58.99,87.0,91.943825,-4.943825,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Grand-Puy-Lacoste,1998.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",59.99,90.0,91.96928,-1.9692764,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Haut-Batailley,1995.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",7.99,91.0,91.47987,-0.47987366,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Lafite Rothschild,1981.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",343.99,91.0,94.07388,-3.073883,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Lafite Rothschild,1995.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",749.0,95.0,97.72627,-2.7262726,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Pontet-Canet,1996.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",129.97,92.0,92.52513,-0.5251312,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Latour,1988.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",612.97,91.0,96.460434,-5.460434,1.0,0.0,0.0,0.0,1.0,0.0
Les Forts de Latour,1996.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",74.49,90.0,92.05746,-2.057457,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Ducru-Beaucaillou,1995.0,Bordeaux Red Blends,"St. Julien, Bordeaux, France",209.97,94.0,93.18248,0.81752014,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Leoville Las Cases,1996.0,Bordeaux Red Blends,"St. Julien, Bordeaux, France",299.97,98.0,93.95816,4.0418396,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Margaux,1997.0,Bordeaux Red Blends,"Margaux, Bordeaux, France",499.97,90.0,95.6611,-5.6611023,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Rauzan-Segla,1995.0,Bordeaux Red Blends,"Margaux, Bordeaux, France",129.0,90.0,92.49994,-2.499939,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Haut-Brion,1985.0,Bordeaux Red Blends,"Pessac-Leognan, Bordeaux, France",499.0,95.0,95.44865,-0.44864655,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Haut-Brion,1986.0,Bordeaux Red Blends,"Pessac-Leognan, Bordeaux, France",639.97,94.0,96.65399,-2.6539917,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Haut-Brion,1998.0,Bordeaux Red Blends,"Pessac-Leognan, Bordeaux, France",759.97,96.0,97.86981,-1.869812,1.0,0.0,0.0,0.0,1.0,0.0
Chateau L'Evangile,1995.0,Bordeaux Red Blends,"Pomerol, Bordeaux, France",199.0,92.0,93.090004,-1.090004,1.0,0.0,0.0,0.0,1.0,0.0
Chateau La Conseillante Pomerol,1996.0,Bordeaux Red Blends,"Pomerol, Bordeaux, France",82.99,88.0,92.12911,-4.1291122,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Petrus,1997.0,Bordeaux Red Blends,"Pomerol, Bordeaux, France",785.99,91.0,98.07213,-7.0721283,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Figeac,1995.0,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",159.97,90.0,92.761,-2.7610016,1.0,0.0,0.0,0.0,1.0,0.0
Les Forts de Latour,1999.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",56.99,90.0,91.96101,-1.9610138,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Angelus,1994.0,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",184.99,93.0,92.95488,0.04512024,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Leoville Las Cases,1982.0,Bordeaux Red Blends,"St. Julien, Bordeaux, France",529.0,95.0,95.65047,-0.6504669,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Leoville Poyferre,1995.0,Bordeaux Red Blends,"St. Julien, Bordeaux, France",135.0,90.0,92.550514,-2.5505142,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Lafon-Rochet,1996.0,Bordeaux Red Blends,"St. Estephe, Bordeaux, France",82.97,90.0,92.128944,-2.1289444,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Clerc Milon,1998.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",109.97,91.0,92.39059,-1.3905869,1.0,0.0,0.0,0.0,1.0,0.0
Chateau d'Armailhac,1998.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",35.99,89.0,91.76697,-2.7669678,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Mouton Rothschild,1998.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",549.97,96.0,96.0996,-0.099601746,1.0,0.0,0.0,0.0,1.0,0.0
Clarendon Hills Astralis Syrah,1998.0,Syrah/Shiraz,"McLaren Vale, Australia",214.97,98.0,93.85309,4.1469116,0.0,1.0,0.0,0.0,0.0,1.0
Clarendon Hills Astralis Syrah,1999.0,Syrah/Shiraz,"McLaren Vale, Australia",169.0,93.0,93.482605,-0.48260498,0.0,1.0,0.0,0.0,0.0,1.0
Clarendon Hills Brookman Syrah,1999.0,Syrah/Shiraz,"McLaren Vale, Australia",83.99,90.0,92.76601,-2.7660065,0.0,1.0,0.0,0.0,0.0,1.0
d'Arenberg The Dead Arm Shiraz,1998.0,Syrah/Shiraz,"McLaren Vale, Australia",79.0,96.0,92.70692,3.2930832,0.0,1.0,0.0,0.0,0.0,1.0
Chateau Lafite Rothschild (torn labels),1998.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",899.97,98.0,99.04996,-1.0499573,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Pichon-Longueville Baron,1998.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",145.0,90.0,92.685875,-2.685875,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Lagrange,1998.0,Bordeaux Red Blends,"St. Julien, Bordeaux, France",39.99,88.0,91.80069,-3.8006897,1.0,0.0,0.0,0.0,1.0,0.0
Longwood Shiraz,1999.0,Syrah/Shiraz,Australia,24.49,88.0,92.26445,-4.26445,0.0,1.0,0.0,0.0,0.0,1.0
Clos Fourtet,1998.0,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",119.97,90.0,92.474884,-2.474884,1.0,0.0,0.0,0.0,1.0,0.0
Guigal La Landonne Cote Rotie,1997.0,Syrah/Shiraz,"Cote Rotie, Rhone, France",395.0,98.0,95.68777,2.312233,0.0,1.0,0.0,0.0,1.0,0.0
Guigal La Turque Cote Rotie,1997.0,Syrah/Shiraz,"Cote Rotie, Rhone, France",379.0,96.0,95.552895,0.4471054,0.0,1.0,0.0,0.0,1.0,0.0
