name,vintage,varietal,location,price,score,prediction,difference,bordeauxBlends,syrah,pinot,italy,france,australia
Chateau La Mission Haut-Brion,1983.0,Bordeaux Red Blends,"Pessac-Leognan, Bordeaux, France",126.49,90.0,92.66287,-2.6628723,1.0,0.0,0.0,0.0,1.0,0.0
Chateau La Mission Haut-Brion,1988.0,Bordeaux Red Blends,"Pessac-Leognan, Bordeaux, France",274.99,90.0,94.033264,-4.033264,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Gruaud Larose,1986.0,Bordeaux Red Blends,"St. Julien, Bordeaux, France",199.0,96.0,93.332016,2.667984,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Ducru-Beaucaillou (stained label),1982.0,Bordeaux Red Blends,"St. Julien, Bordeaux, France",399.97,96.0,95.186615,0.813385,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Ducru-Beaucaillou,1986.0,Bordeaux Red Blends,"St. Julien, Bordeaux, France",209.0,90.0,93.42429,-3.4242935,1.0,0.0,0.0,0.0,1.0,0.0
Chateau La Conseillante,1989.0,Bordeaux Red Blends,"Pomerol, Bordeaux, France",399.97,96.0,95.186615,0.813385,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Leoville Las Cases,1989.0,Bordeaux Red Blends,"St. Julien, Bordeaux, France",309.97,91.0,94.35607,-3.3560715,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Montrose,1989.0,Bordeaux Red Blends,"St. Estephe, Bordeaux, France",469.97,100.0,95.83259,4.167412,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Pichon Longueville Comtesse de Lalande,1989.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",249.97,93.0,93.802376,-0.8023758,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Leoville Poyferre,1982.0,Bordeaux Red Blends,"St. Julien, Bordeaux, France",216.99,93.0,93.49803,-0.49803162,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Leoville Barton,1990.0,Bordeaux Red Blends,"St. Julien, Bordeaux, France",211.99,92.0,93.45189,-1.451889,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Leoville Barton,1996.0,Bordeaux Red Blends,"St. Julien, Bordeaux, France",259.97,93.0,93.89465,-0.8946533,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Latour,1996.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",849.97,99.0,99.339325,-0.33932495,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Cos d'Estournel,1990.0,Bordeaux Red Blends,"St. Estephe, Bordeaux, France",229.97,94.0,93.61781,0.3821869,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Haut-Brion,1990.0,Bordeaux Red Blends,"Pessac-Leognan, Bordeaux, France",989.97,98.0,100.63128,-2.631279,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Haut-Brion,1994.0,Bordeaux Red Blends,"Pessac-Leognan, Bordeaux, France",429.99,92.0,95.463646,-3.463646,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Leoville Poyferre,1996.0,Bordeaux Red Blends,"St. Julien, Bordeaux, France",139.0,93.0,92.77832,0.22167969,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Leoville Barton,1986.0,Bordeaux Red Blends,"St. Julien, Bordeaux, France",113.99,92.0,92.547516,-0.54751587,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Pontet-Canet,1995.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",159.97,92.0,92.97183,-0.9718323,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Lafite Rothschild,1994.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",225.99,90.0,93.581085,-3.5810852,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Margaux,1990.0,Bordeaux Red Blends,"Margaux, Bordeaux, France",989.0,100.0,100.62233,-0.6223297,1.0,0.0,0.0,0.0,1.0,0.0
Chateau La Mission Haut-Brion,1990.0,Bordeaux Red Blends,"Pessac-Leognan, Bordeaux, France",699.98,97.0,97.955185,-0.95518494,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Ducru-Beaucaillou,1996.0,Bordeaux Red Blends,"St. Julien, Bordeaux, France",379.97,96.0,95.002045,0.9979553,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Lynch-Bages,1990.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",349.97,99.0,94.725204,4.2747955,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Lynch-Bages,1996.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",219.97,93.0,93.52553,-0.52552795,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Pichon-Longueville Baron,1990.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",250.0,98.0,93.80265,4.1973495,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Pichon-Longueville Baron,1995.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",189.97,90.0,93.24868,-3.24868,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Pichon-Longueville Baron,1996.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",229.97,91.0,93.61781,-2.617813,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Leoville Las Cases,1990.0,Bordeaux Red Blends,"St. Julien, Bordeaux, France",304.99,96.0,94.31011,1.689888,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Leoville Las Cases,1993.0,Bordeaux Red Blends,"St. Julien, Bordeaux, France",79.99,90.0,92.23376,-2.233757,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Leoville Las Cases,1995.0,Bordeaux Red Blends,"St. Julien, Bordeaux, France",125.0,95.0,92.649124,2.3508759,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Grand-Puy-Lacoste,1995.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",149.0,95.0,92.8706,2.1294022,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Mouton Rothschild (Balthus label),1993.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",599.97,90.0,97.03226,-7.032257,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Haut-Brion,1996.0,Bordeaux Red Blends,"Pessac-Leognan, Bordeaux, France",649.97,92.0,97.493675,-5.493675,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Pichon Longueville Comtesse de Lalande,2000.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",339.97,96.0,94.63292,1.3670807,1.0,0.0,0.0,0.0,1.0,0.0
Avignonesi Grifi (stained labels),1995.0,Tuscan Blends,"Tuscany, Italy",29.99,90.0,91.92602,-1.9260178,1.0,0.0,0.0,1.0,0.0,0.0
Clarendon Hills Liandra Syrah,1998.0,Syrah/Shiraz,"McLaren Vale, Australia",70.49,91.0,92.754234,-1.7542343,0.0,1.0,0.0,0.0,0.0,1.0
Clarendon Hills Hickinbotham Syrah,1998.0,Syrah/Shiraz,"McLaren Vale, Australia",59.97,92.0,92.65715,-0.65715027,0.0,1.0,0.0,0.0,0.0,1.0
Clarendon Hills Brookman Syrah,1998.0,Syrah/Shiraz,"McLaren Vale, Australia",64.99,93.0,92.703476,0.29652405,0.0,1.0,0.0,0.0,0.0,1.0
Frankland Estate Olmo's Reward (Cabernet Blend),1996.0,Bordeaux Red Blends,Australia,26.99,90.0,91.39896,-1.3989563,1.0,0.0,0.0,0.0,0.0,1.0
Guigal La Mouline Cote Rotie,1996.0,Syrah/Shiraz,"Cote Rotie, Rhone, France",249.0,95.0,94.74727,0.25273132,0.0,1.0,0.0,0.0,1.0,0.0
Chateau Lynch-Bages,1985.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",209.0,90.0,93.42429,-3.4242935,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Latour,1994.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",469.79,94.0,95.83093,-1.8309326,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Latour,1995.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",549.97,96.0,96.57085,-0.57084656,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Margaux,1994.0,Bordeaux Red Blends,"Margaux, Bordeaux, France",419.0,91.0,95.36223,-4.3622284,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Sociando-Mallet,1995.0,Bordeaux Red Blends,"Haut Medoc, Bordeaux, France",69.99,90.0,92.14148,-2.1414795,1.0,0.0,0.0,0.0,1.0,0.0
Kilikanoon Oracle Shiraz,1998.0,Syrah/Shiraz,"Clare Valley, Australia",89.97,92.0,92.934006,-0.93400574,0.0,1.0,0.0,0.0,0.0,1.0
Chateau Clerc Milon,1996.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",124.97,90.0,92.64885,-2.6488495,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Mouton Rothschild,1995.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",349.0,95.0,94.71625,0.28375244,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Duhart-Milon,1996.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",104.99,90.0,92.46446,-2.4644623,1.0,0.0,0.0,0.0,1.0,0.0
Domaine Robert Groffier Pere & Fils Chambolle Musigny Les Amoureuses Premier Cru,1998.0,Pinot Noir,"Chambolle-Musigny, Cote de Nuits, Cote d'Or, Burgundy, France",439.0,93.0,94.7012,-1.7012024,0.0,0.0,1.0,0.0,1.0,0.0
Tenuta Guado al Tasso,1997.0,Bordeaux Red Blends,"Bolgheri, Tuscany, Italy",129.0,94.0,92.83971,1.1602936,1.0,0.0,0.0,1.0,0.0,0.0
Peter Lehmann Eight Songs Shiraz,1996.0,Syrah/Shiraz,"Barossa Valley, Barossa, Australia",53.99,93.0,92.601974,0.3980255,0.0,1.0,0.0,0.0,0.0,1.0
Peter Lehmann Shiraz,1998.0,Syrah/Shiraz,"Barossa Valley, Barossa, Australia",17.49,90.0,92.26514,-2.2651367,0.0,1.0,0.0,0.0,0.0,1.0
Chateau Leoville Barton,1995.0,Bordeaux Red Blends,"St. Julien, Bordeaux, France",129.0,95.0,92.686035,2.3139648,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Margaux,1996.0,Bordeaux Red Blends,"Margaux, Bordeaux, France",799.0,100.0,98.86896,1.1310425,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Margaux,1995.0,Bordeaux Red Blends,"Margaux, Bordeaux, France",599.97,95.0,97.03226,-2.032257,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Montrose,1995.0,Bordeaux Red Blends,"St. Estephe, Bordeaux, France",83.99,92.0,92.270676,-0.27067566,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Sociando-Mallet (scuffed label),1996.0,Bordeaux Red Blends,"Haut Medoc, Bordeaux, France",85.97,90.0,92.28894,-2.2889404,1.0,0.0,0.0,0.0,1.0,0.0
Antinori Tignanello,1997.0,Tuscan Blends,"Tuscany, Italy",259.97,93.0,94.048325,-1.0483246,1.0,0.0,0.0,1.0,0.0,0.0
Chateau Monbousquet,1997.0,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",59.99,92.0,92.049194,-0.049194336,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Lafite Rothschild,1997.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",849.97,92.0,99.339325,-7.339325,1.0,0.0,0.0,0.0,1.0,0.0
Les Forts de Latour,1996.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",64.99,90.0,92.09534,-2.095337,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Haut-Batailley,1996.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",139.97,91.0,92.78727,-1.7872696,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Pichon Longueville Comtesse de Lalande,1996.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",239.0,96.0,93.70114,2.2988586,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Pichon Longueville Comtesse de Lalande,1986.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",217.49,94.0,93.50264,0.49736023,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Clerc Milon,1997.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",46.99,89.0,91.92923,-2.9292297,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Grand Mayne,1996.0,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",34.99,89.0,91.81848,-2.8184814,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Cos d'Estournel,1995.0,Bordeaux Red Blends,"St. Estephe, Bordeaux, France",269.97,95.0,93.98694,1.0130615,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Pichon Longueville Comtesse de Lalande,1995.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",175.0,96.0,93.110535,2.8894653,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Angelus,1996.0,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",379.97,91.0,95.002045,-4.0020447,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Monbousquet,1997.0,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",62.97,92.0,92.07669,-0.076690674,1.0,0.0,0.0,0.0,1.0,0.0
Chateau La Mission Haut-Brion,1996.0,Bordeaux Red Blends,"Pessac-Leognan, Bordeaux, France",145.99,90.0,92.84282,-2.8428192,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Montrose,1996.0,Bordeaux Red Blends,"St. Estephe, Bordeaux, France",199.97,96.0,93.34096,2.6590424,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Cos d'Estournel,1996.0,Bordeaux Red Blends,"St. Estephe, Bordeaux, France",279.97,93.0,94.07922,-1.0792236,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Sociando-Mallet,1996.0,Bordeaux Red Blends,"Haut Medoc, Bordeaux, France",47.99,90.0,91.93845,-1.9384537,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Certan de May,1995.0,Bordeaux Red Blends,"Pomerol, Bordeaux, France",150.0,90.0,92.87982,-2.8798218,1.0,0.0,0.0,0.0,1.0,0.0
M. Chapoutier Hermitage Monier de la Sizeranne,1995.0,Syrah/Shiraz,"Hermitage, Rhone, France",85.0,92.0,93.23384,-1.233841,0.0,1.0,0.0,0.0,1.0,0.0
M. Chapoutier Ermitage Le Pavillon,1995.0,Syrah/Shiraz,"Hermitage, Rhone, France",259.0,99.0,94.839554,4.160446,0.0,1.0,0.0,0.0,1.0,0.0
Chateau Haut-Marbuzet,1995.0,Bordeaux Red Blends,"St. Estephe, Bordeaux, France",42.99,92.0,91.89231,0.107688904,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Lynch-Bages,1982.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",499.97,93.0,96.109436,-3.109436,1.0,0.0,0.0,0.0,1.0,0.0
Chateau La Mission Haut-Brion,1998.0,Bordeaux Red Blends,"Pessac-Leognan, Bordeaux, France",459.97,98.0,95.74031,2.2596893,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Haut-Brion (scuffed labels),1995.0,Bordeaux Red Blends,"Pessac-Leognan, Bordeaux, France",599.97,96.0,97.03226,-1.0322571,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Trotanoy,1995.0,Bordeaux Red Blends,"Pomerol, Bordeaux, France",209.0,93.0,93.42429,-0.42429352,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Grand-Puy-Lacoste,1996.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",169.97,91.0,93.06412,-2.0641174,1.0,0.0,0.0,0.0,1.0,0.0
Chateau L'Arrosee,1995.0,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",79.99,90.0,92.23376,-2.233757,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Leoville Las Cases,1994.0,Bordeaux Red Blends,"St. Julien, Bordeaux, France",159.0,93.0,92.96288,0.037117004,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Leoville Las Cases,1997.0,Bordeaux Red Blends,"St. Julien, Bordeaux, France",159.97,90.0,92.97183,-2.9718323,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Mouton Rothschild,1996.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",629.97,94.0,97.30911,-3.3091125,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Pichon Longueville Comtesse de Lalande,1994.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",125.0,91.0,92.649124,-1.6491241,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Pontet-Canet,1994.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",99.0,93.0,92.40919,0.5908127,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Phelan Segur,1995.0,Bordeaux Red Blends,"St. Estephe, Bordeaux, France",109.99,92.0,92.510605,-0.51060486,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Beau-Sejour Becot,1998.0,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",99.97,91.0,92.41814,-1.4181366,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Coufran Haut-Medoc,1998.0,Bordeaux Red Blends,"Medoc, Bordeaux, France",21.99,87.0,91.69852,-4.698517,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Cos d'Estournel,1985.0,Bordeaux Red Blends,"St. Estephe, Bordeaux, France",189.99,93.0,93.24886,-0.24886322,1.0,0.0,0.0,0.0,1.0,0.0
Chateau d'Armailhac,1997.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",58.99,87.0,92.03996,-5.039963,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Grand-Puy-Lacoste,1998.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",59.99,90.0,92.049194,-2.0491943,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Haut-Batailley,1995.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",7.99,91.0,91.56932,-0.5693207,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Lafite Rothschild,1981.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",343.99,91.0,94.67001,-3.6700134,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Lafite Rothschild,1995.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",749.0,95.0,98.40755,-3.407547,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Pontet-Canet,1996.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",129.97,92.0,92.694984,-0.69498444,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Latour,1988.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",612.97,91.0,97.15223,-6.1522293,1.0,0.0,0.0,0.0,1.0,0.0
Les Forts de Latour,1996.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",74.49,90.0,92.183,-2.1829987,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Ducru-Beaucaillou,1995.0,Bordeaux Red Blends,"St. Julien, Bordeaux, France",209.97,94.0,93.43324,0.5667572,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Leoville Las Cases,1996.0,Bordeaux Red Blends,"St. Julien, Bordeaux, France",299.97,98.0,94.26379,3.7362137,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Margaux,1997.0,Bordeaux Red Blends,"Margaux, Bordeaux, France",499.97,90.0,96.109436,-6.109436,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Rauzan-Segla,1995.0,Bordeaux Red Blends,"Margaux, Bordeaux, France",129.0,90.0,92.686035,-2.6860352,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Haut-Brion,1985.0,Bordeaux Red Blends,"Pessac-Leognan, Bordeaux, France",499.0,95.0,96.10049,-1.1004868,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Haut-Brion,1986.0,Bordeaux Red Blends,"Pessac-Leognan, Bordeaux, France",639.97,94.0,97.40139,-3.40139,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Haut-Brion,1998.0,Bordeaux Red Blends,"Pessac-Leognan, Bordeaux, France",759.97,96.0,98.50878,-2.5087814,1.0,0.0,0.0,0.0,1.0,0.0
Chateau L'Evangile,1995.0,Bordeaux Red Blends,"Pomerol, Bordeaux, France",199.0,92.0,93.332016,-1.332016,1.0,0.0,0.0,0.0,1.0,0.0
Chateau La Conseillante Pomerol,1996.0,Bordeaux Red Blends,"Pomerol, Bordeaux, France",82.99,88.0,92.261444,-4.261444,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Petrus,1997.0,Bordeaux Red Blends,"Pomerol, Bordeaux, France",785.99,91.0,98.7489,-7.7489014,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Figeac,1995.0,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",159.97,90.0,92.97183,-2.9718323,1.0,0.0,0.0,0.0,1.0,0.0
Les Forts de Latour,1999.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",56.99,90.0,92.02151,-2.0215073,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Angelus,1994.0,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",184.99,93.0,93.20273,-0.20272827,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Leoville Las Cases,1982.0,Bordeaux Red Blends,"St. Julien, Bordeaux, France",529.0,95.0,96.377335,-1.3773346,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Leoville Poyferre,1995.0,Bordeaux Red Blends,"St. Julien, Bordeaux, France",135.0,90.0,92.74141,-2.7414093,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Lafon-Rochet,1996.0,Bordeaux Red Blends,"St. Estephe, Bordeaux, France",82.97,90.0,92.26126,-2.261261,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Clerc Milon,1998.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",109.97,91.0,92.51042,-1.5104218,1.0,0.0,0.0,0.0,1.0,0.0
Chateau d'Armailhac,1998.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",35.99,89.0,91.82771,-2.827713,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Mouton Rothschild,1998.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",549.97,96.0,96.57085,-0.57084656,1.0,0.0,0.0,0.0,1.0,0.0
Clarendon Hills Astralis Syrah,1998.0,Syrah/Shiraz,"McLaren Vale, Australia",214.97,98.0,94.08753,3.912468,0.0,1.0,0.0,0.0,0.0,1.0
Clarendon Hills Astralis Syrah,1999.0,Syrah/Shiraz,"McLaren Vale, Australia",169.0,93.0,93.663315,-0.6633148,0.0,1.0,0.0,0.0,0.0,1.0
Clarendon Hills Brookman Syrah,1999.0,Syrah/Shiraz,"McLaren Vale, Australia",83.99,90.0,92.878815,-2.8788147,0.0,1.0,0.0,0.0,0.0,1.0
d'Arenberg The Dead Arm Shiraz,1998.0,Syrah/Shiraz,"McLaren Vale, Australia",79.0,96.0,92.83277,3.1672287,0.0,1.0,0.0,0.0,0.0,1.0
Chateau Lafite Rothschild (torn labels),1998.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",899.97,98.0,99.800735,-1.8007355,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Pichon-Longueville Baron,1998.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",145.0,90.0,92.83369,-2.8336868,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Lagrange,1998.0,Bordeaux Red Blends,"St. Julien, Bordeaux, France",39.99,88.0,91.864624,-3.864624,1.0,0.0,0.0,0.0,1.0,0.0
Longwood Shiraz,1999.0,Syrah/Shiraz,Australia,24.49,88.0,92.329735,-4.329735,0.0,1.0,0.0,0.0,0.0,1.0
Clos Fourtet,1998.0,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",119.97,90.0,92.60271,-2.602707,1.0,0.0,0.0,0.0,1.0,0.0
Guigal La Landonne Cote Rotie,1997.0,Syrah/Shiraz,"Cote Rotie, Rhone, France",395.0,98.0,96.0946,1.9054031,0.0,1.0,0.0,0.0,1.0,0.0
Guigal La Turque Cote Rotie,1997.0,Syrah/Shiraz,"Cote Rotie, Rhone, France",379.0,96.0,95.946945,0.05305481,0.0,1.0,0.0,0.0,1.0,0.0
