name,vintage,type,price,score,prediction,difference
Ciacci Piccolomini d'Aragona Brunello di Montalcino Pianrosso,2007,brunello,71.99,96,94.13161,1.86839
Poggio Antico Brunello di Montalcino,2007,brunello,85.00,94,94.20839,-0.20839
Poggio Antico Brunello di Montalcino Altero,2007,brunello,89.00,98,94.23199,3.76801
Poggio Antico Brunello di Montalcino Riserva,2006,brunello,135.00,94,94.48511,-0.48511
Pietranera Brunello di Montalcino,2007,brunello,42.99,90,93.96046,-3.96046
La Serena Brunello di Montalcino,2007,brunello,54.99,94,94.03128,-0.03128
La Serena Brunello di Montalcino Riserva Gemini,2006,brunello,89.97,96,94.21936,1.78064
San Filippo Brunello di Montalcino Le Lucere,2007,brunello,55.99,94,94.03719,-0.03719
Uccelliera Brunello di Montalcino,2007,brunello,59.99,94,94.06079,-0.06079
Banfi Brunello di Montalcino,2007,brunello,71.99,94,94.13161,-0.13161
Frescobaldi Castelgiocondo Brunello di Montalcino,2007,brunello,57.99,94,94.04898,-0.04898
Il Poggione Brunello di Montalcino,2007,brunello,79.99,94,94.17882,-0.17882
Primus Malbec,2010,malbec,19.99,90,91.57585,-1.57585
Gaja Rennina Brunello di Montalcino,2007,brunello,129.99,94,94.47389,-0.47389
Il Poggione Brunello di Montalcino Riserva Vigna Paganelli,2006,brunello,99.99,93,94.27849,-1.27849
Tenute Silvio Nardi Brunello di Montalcino,2007,brunello,74.99,95,94.14931,0.85069
Podere Brizio Brunello di Montalcino,2007,brunello,56.99,92,94.04308,-2.04308
Frescobaldi Castelgiocondo Brunello di Montalcino Riserva,2005,brunello,84.99,93,94.17160,-1.17160
Frescobaldi Castelgiocondo Brunello di Montalcino Riserva,2006,brunello,109.00,95,94.33167,0.66833
Col d'Orcia Brunello di Montalcino,2007,brunello,44.99,92,93.97226,-1.97226
Camigliano Brunello di Montalcino,2007,brunello,54.99,91,94.03128,-3.03128
Gaja Sugarille Brunello di Montalcino,2008,brunello,165.00,92,94.69887,-2.69887
La Gerla Brunello di Montalcino,2007,brunello,54.99,92,94.03128,-2.03128
Ciacci Piccolomini d'Aragona Brunello di Montalcino,2007,brunello,58.99,92,94.05489,-2.05489
Friggiali Brunello di Montalcino,2007,brunello,39.99,92,93.94276,-1.94276
Valdicava Brunello Riserva Madonna del Piano,2001,brunello,349.00,100,95.65623,4.34377
Achaval-Ferrer Finca Bella Vista Malbec,2011,malbec,125.00,98,92.21394,5.78606
Fuligni Brunello di Montalcino Riserva,2006,brunello,124.99,96,94.42603,1.57397
Val di Suga Brunello di Montalcino,2007,brunello,68.99,92,94.11391,-2.11391
Mastrojanni Brunello di Montalcino,2007,brunello,43.99,95,93.96637,1.03363
Ruffino Greppone Mazzi Brunello di Montalcino,2006,brunello,59.99,91,94.04243,-3.04243
Montes Alpha Series Malbec,2011,malbec,19.99,91,91.59422,-0.59422
La Poderina Brunello di Montalcino,2007,brunello,57.99,93,94.04898,-1.04898
Valle Las Acequias Malbec Roble,2008,malbec,14.99,91,91.50963,-0.50963
Achaval-Ferrer Finca Mirador Malbec,2011,malbec,119.99,93,92.18437,0.81563
Fuligni Brunello di Montalcino,2007,brunello,89.97,95,94.23772,0.76228
Lisini Brunello di Montalcino,2007,brunello,78.99,93,94.17291,-1.17291
Casanova di Neri Brunello di Montalcino White Label,2008,brunello,51.99,90,94.03194,-4.03194
Uccelliera Brunello di Montalcino Riserva,2006,brunello,119.99,96,94.39651,1.60349
Casanova di Neri Brunello di Montalcino Tenuta Nuova,2008,brunello,79.99,94,94.19718,-0.19718
Casanova di Neri Brunello di Montalcino Cerretalto,2007,brunello,269.00,97,95.29427,1.70573
La Poderina Brunello di Montalcino Poggio Abate Riserva,2006,brunello,69.99,96,94.10144,1.89856
Mastrojanni Brunello di Montalcino,2008,brunello,89.00,94,94.25035,-0.25035
Caparzo Brunello di Montalcino,2008,brunello,39.99,92,93.96112,-1.96112
Il Poggione Brunello di Montalcino Riserva Vigna Paganelli,2007,brunello,129.99,95,94.47389,0.52611
Frescobaldi Castelgiocondo Brunello di Montalcino,2008,brunello,69.99,93,94.13817,-1.13817
Banfi Brunello di Montalcino,2008,brunello,67.99,93,94.12636,-1.12636
Castiglion del Bosco Brunello di Montalcino,2007,brunello,46.99,92,93.98407,-1.98407
Altocedro Ano Cero Malbec,2012,malbec,23.99,92,91.63618,0.36382
Tenute Silvio Nardi Brunello di Montalcino,2008,brunello,49.99,92,94.02014,-2.02014
Achaval-Ferrer Mendoza Malbec,2012,malbec,26.99,90,91.65388,-1.65388
Ciacci Piccolomini d'Aragona Brunello di Montalcino,2008,brunello,24.99,91,93.87260,-2.87260
Caparzo Brunello di Montalcino Riserva,2007,brunello,69.99,92,94.11980,-2.11980
Luce Della Vite Brunello di Montalcino,2008,brunello,79.99,95,94.19718,0.80282
Il Poggione Brunello di Montalcino,2008,brunello,74.99,91,94.16768,-3.16768
Argiano Brunello di Montalcino,2008,brunello,55.99,93,94.05554,-1.05554
Camigliano Brunello di Montalcino,2008,brunello,57.99,91,94.06735,-3.06735
La Poderina Brunello di Montalcino,2008,brunello,58.99,93,94.07325,-1.07325
San Filippo Brunello di Montalcino Le Lucere,2004,brunello,85.00,92,94.15331,-2.15331
Tenuta la Fuga Brunello di Montalcino,2006,brunello,49.99,93,93.98341,-0.98341
Conti Costanti Brunello di Montalcino Riserva,2007,brunello,109.00,95,94.35002,0.64998
Fabre Montmayou Grand Vin,2010,malbec,39.99,95,91.69389,3.30611
BenMarco Malbec,2012,malbec,17.99,90,91.60077,-1.60077
La Gerla Brunello di Montalcino,2008,brunello,49.99,92,94.02014,-2.02014
Livio Sassetti Brunello di Montalcino Pertimali,2008,brunello,44.99,93,93.99063,-0.99063
Altesino Brunello di Montalcino,2009,brunello,63.99,93,94.12112,-1.12112
Poggio Il Castellare Brunello di Montalcino,2007,brunello,69.99,94,94.11980,-0.11980
Bodega Cuarto Dominio Chento Malbec,2011,malbec,22.99,92,91.61192,0.38808
Terrazas de los Andes Reserva Malbec,2012,malbec,17.99,92,91.60077,0.39923
Caparzo Brunello di Montalcino Riserva,2006,brunello,79.99,95,94.16046,0.83954
Antinori Pian Delle Vigne Brunello Di Montalcino,2008,brunello,59.99,92,94.07915,-2.07915
Bodega Noemia de Patagonia Rio Negro Valley Malbec,2011,malbec,129.99,95,92.24339,2.75661
Susana Balbo Signature Malbec,2012,malbec,21.99,92,91.62437,0.37563
CARO Aruma Malbec,2013,malbec,17.99,91,91.61914,-0.61914
CARO Aruma Malbec,2012,malbec,16.98,90,91.59482,-1.59482
Frescobaldi Castelgiocondo Brunello di Montalcino,2009,brunello,59.99,94,94.09751,-0.09751
Casanova di Neri Brunello di Montalcino Cerretalto,2008,brunello,249.99,96,95.20044,0.79956
La Poderina Brunello di Montalcino Poggio Abate Riserva,2007,brunello,71.99,94,94.13161,-0.13161
Casanova di Neri Brunello di Montalcino Tenuta Nuova,2009,brunello,84.99,93,94.24506,-1.24506
Pascual Toso Malbec Reserve,2012,malbec,19.99,91,91.61258,-0.61258
Casanova di Neri Brunello di Montalcino White Label,2009,brunello,59.99,90,94.09751,-4.09751
Trivento Eolo Malbec,2011,malbec,107.99,94,92.11356,1.88644
Banfi Brunello di Montalcino,2009,brunello,71.99,91,94.16833,-3.16833
Recuerdo Malbec,2012,malbec,19.99,91,91.61258,-0.61258
Fossacolle Brunello di Montalcino,2009,brunello,56.99,92,94.07980,-2.07980
Caparzo Brunello di Montalcino,2009,brunello,35.99,90,93.95587,-3.95587
La Poderina Brunello di Montalcino Poggio Abate Riserva,2008,brunello,84.99,90,94.22668,-4.22668
Argiano Brunello di Montalcino,2009,brunello,54.99,92,94.06801,-2.06801
Vitanza Brunello di Montalcino Riserva,2006,brunello,52.99,93,94.00111,-1.00111
La Serena Brunello di Montalcino,2008,brunello,44.99,92,93.99063,-1.99063
Tenute Silvio Nardi Brunello di Montalcino,2009,brunello,89.99,92,94.27456,-2.27456
Siro Pacenti Brunello di Montalcino,2007,brunello,77.99,97,94.16702,2.83298
Dona Paula Estate Malbec,2012,malbec,12.99,93,91.57126,1.42874
Vina Amalia Reserva Malbec,2012,malbec,20.99,93,91.61848,1.38152
Catena Alta Malbec,2011,malbec,45.99,93,91.74767,1.25233
La Poderina Brunello di Montalcino,2009,brunello,52.99,91,94.05620,-3.05620
Zuccardi Q Malbec,2012,malbec,17.99,91,91.60077,-0.60077
Fattoria dei Barbi Brunello di Montalcino,2008,brunello,49.99,91,94.02014,-3.02014
Bodegas Nieto Senetiner Malbec,2012,malbec,17.99,92,91.60077,0.39923
Kaiken Ultra Malbec,2012,malbec,20.99,94,91.61848,2.38152
Bodega Calle Alberti 154 Malbec,2012,malbec,17.99,91,91.60077,-0.60077
Altesino Brunello di Montalcino Riserva,2007,brunello,69.99,95,94.11980,0.88020
Tenuta la Fuga Brunello di Montalcino,2009,brunello,59.99,90,94.09751,-4.09751
Il Poggione Brunello di Montalcino,2009,brunello,71.99,92,94.16833,-2.16833
Le Chiuse Brunello di Montalcino Riserva,2006,brunello,59.99,91,94.04243,-3.04243
Valdicava Brunello Riserva Madonna del Piano,2007,brunello,329.00,98,95.64836,2.35164
Valdicava Brunello di Montalcino,2008,brunello,129.00,94,94.48642,-0.48642
Poggio Antico Brunello di Montalcino Altero,2009,brunello,109.99,92,94.39259,-2.39259
Poggio Antico Brunello di Montalcino,2009,brunello,69.99,91,94.15652,-3.15652
Vina Cobos Felino Malbec,2013,malbec,19.99,92,91.63094,0.36906
Fabre Montmayou Grand Vin,2011,malbec,41.99,94,91.72405,2.27595
Durigutti Malbec Reserva,2011,malbec,27.99,91,91.64143,-0.64143
Durigutti Familia Malbec,2009,malbec,64.99,95,91.82306,3.17694
Luigi Bosca Malbec,2012,malbec,19.99,93,91.61258,1.38742
Fuligni Brunello di Montalcino Riserva,2007,brunello,134.99,95,94.50340,0.49660
Il Palazzone Brunello di Montalcino,2009,brunello,84.99,91,94.24506,-3.24506
Fuligni Brunello di Montalcino,2009,brunello,64.99,93,94.12701,-1.12701
Altocedro Reserva Malbec,2012,malbec,34.99,93,91.70110,1.29890
Mendel Malbec,2012,malbec,21.99,94,91.62437,2.37563
Caparzo Brunello di Montalcino Riserva,2009,brunello,79.99,90,94.21555,-4.21555
Vina Cobos Cobos Malbec,2011,malbec,185.00,100,92.56803,7.43197
Vina Cobos Bramare Rebon Vineyard Malbec,2011,malbec,83.99,96,91.97192,4.02808
Vina Cobos Bramare Uco Valley Malbec,2012,malbec,44.99,93,91.76012,1.23988
Bodega Colome Estate Malbec,2012,malbec,23.99,92,91.63618,0.36382
Mastrojanni Brunello di Montalcino Vigna Loreto,2008,brunello,85.00,92,94.22675,-2.22675
Alta Vista Estate Malbec,2013,malbec,16.99,90,91.61324,-1.61324
Antinori Pian Delle Vigne Brunello Di Montalcino,2009,brunello,105.00,94,94.36314,-0.36314
Fabre Montmayou Reserva Malbec,2013,malbec,13.99,93,91.59554,1.40446
Finca Decero Remolinos Vineyard Malbec,2013,malbec,16.99,90,91.61324,-1.61324
BenMarco Malbec,2013,malbec,16.99,92,91.61324,0.38676
Fabre Montmayou Gran Reserva Malbec,2012,malbec,24.99,93,91.64209,1.35791
Casanova di Neri Brunello di Montalcino White Label,2010,brunello,64.97,96,94.14526,1.85474
Gaja Rennina Brunello di Montalcino,2010,brunello,169.99,94,94.76505,-0.76505
Altesino Brunello di Montalcino,2010,brunello,69.99,95,94.17488,0.82512
Gaja Sugarille Brunello di Montalcino,2010,brunello,174.99,97,94.79455,2.20545
Vina Cobos Bramare Rebon Vineyard Malbec,2012,malbec,84.99,94,91.99617,2.00383
Achaval-Ferrer Finca Altamira Malbec,2012,malbec,124.99,93,92.23224,0.76776
La Serena Brunello di Montalcino,2010,brunello,69.99,97,94.17488,2.82512
Gianni Brunelli Brunello di Montalcino,2010,brunello,49.99,95,94.05685,0.94315
Ciacci Piccolomini d'Aragona Brunello di Montalcino,2010,brunello,134.97,94,94.55836,-0.55836
Ciacci Piccolomini d'Aragona Brunello di Montalcino Pianrosso,2010,brunello,85.00,98,94.26347,3.73653
Ciacci Piccolomini d'Aragona Brunello di Montalcino Pianrosso Riserva Santa Caterina d'Oro,2010,brunello,159.99,100,94.70602,5.29398
San Filippo Brunello di Montalcino,2010,brunello,64.99,97,94.14539,2.85461
San Filippo Brunello di Montalcino Le Lucere,2010,brunello,89.99,98,94.29292,3.70708
Voliero Brunello di Montalcino,2010,brunello,59.99,96,94.11588,1.88412
Siro Pacenti Brunello di Montalcino Pelagrilli,2010,brunello,57.99,96,94.10406,1.89594
Siro Pacenti Brunello di Montalcino,2010,brunello,129.97,100,94.52886,5.47114
Argiano Brunello di Montalcino,2010,brunello,79.97,98,94.23378,3.76622
Poggio Antico Brunello di Montalcino,2010,brunello,79.99,97,94.23390,2.76610
Poggio Antico Brunello di Montalcino Altero,2010,brunello,99.99,96,94.35193,1.64807
Canalicchio di Sopra Brunello di Montalcino,2010,brunello,129.97,96,94.52886,1.47114
Castello Romitorio Brunello di Montalcino,2010,brunello,69.99,94,94.17488,-0.17488
Castello Romitorio Cru Filo di Seta Brunello di Montalcino,2010,brunello,110.99,98,94.41685,3.58315
Valdicava Brunello di Montalcino,2010,brunello,129.97,99,94.52886,4.47114
Valdicava Brunello Riserva Madonna del Piano,2009,brunello,149.97,94,94.62853,-0.62853
Ricardo Santos Malbec,2013,malbec,18.98,90,91.62498,-1.62498
Casanova di Neri Brunello di Montalcino Tenuta Nuova,2010,brunello,279.97,99,95.41409,3.58591
Caparzo Brunello di Montalcino,2010,brunello,39.99,95,93.99784,1.00216
Caparzo Brunello di Montalcino La Casa,2010,brunello,73.99,96,94.19849,1.80151
Castiglion del Bosco Brunello di Montalcino,2010,brunello,46.99,96,94.03915,1.96085
Pascual Toso Estate Malbec,2013,malbec,12.99,90,91.58963,-1.58963
Fossacolle Brunello di Montalcino,2010,brunello,59.99,97,94.11588,2.88412
Talenti Brunello di Montalcino,2010,brunello,49.99,96,94.05685,1.94315
La Poderina Brunello di Montalcino,2010,brunello,45.99,94,94.03325,-0.03325
Altesino Montosoli Brunello di Montalcino,2010,brunello,149.99,97,94.64701,2.35299
Banfi Brunello di Montalcino,2010,brunello,64.99,95,94.14539,0.85461
Achaval-Ferrer Finca Bella Vista Malbec,2012,malbec,129.99,92,92.26175,-0.26175
San Felice Campogiovanni Brunello di Montalcino,2010,brunello,53.99,96,94.08046,1.91954
Piccini Brunello di Montalcino,2010,brunello,64.99,94,94.14539,-0.14539
Altocedro Ano Cero Malbec,2013,malbec,14.99,90,91.60143,-1.60143
Fuligni Brunello di Montalcino,2010,brunello,80.99,98,94.23981,3.76019
Banfi Poggio alle Mura Brunello di Montalcino,2010,brunello,109.00,97,94.40511,2.59489
Fattoria dei Barbi Brunello di Montalcino,2010,brunello,53.99,96,94.08046,1.91954
Podere Brizio Brunello di Montalcino,2010,brunello,59.99,93,94.11588,-1.11588
Uccelliera Brunello di Montalcino,2010,brunello,71.99,94,94.18669,-0.18669
Tenute Silvio Nardi Brunello di Montalcino,2010,brunello,58.99,95,94.10997,0.89003
La Gerla Brunello di Montalcino,2010,brunello,64.99,94,94.14539,-0.14539
Mastrojanni Brunello di Montalcino,2010,brunello,79.99,98,94.23390,3.76610
Il Palazzone Brunello di Montalcino,2010,brunello,51.99,95,94.06866,0.93134
Belasco de Baquedano AR Guentota Malbec,2011,malbec,24.99,90,91.62373,-1.62373
Concha y Toro Gran Reserva Serie Riberas Malbec,2013,malbec,18.99,92,91.62504,0.37496
Il Poggione Brunello di Montalcino,2010,brunello,99.97,93,94.35182,-1.35182
Frescobaldi Castelgiocondo Brunello di Montalcino,2010,brunello,74.99,97,94.20439,2.79561
Ciacci Piccolomini d'Aragona Brunello di Montalcino Pianrosso Riserva Santa Caterina d'Oro,2007,brunello,99.00,97,94.29100,2.70900
Vina Alicia Paso de Piedra Malbec,2012,malbec,16.99,90,91.59487,-1.59487
Le Potazzine Gorelli Brunello di Montalcino,2009,brunello,54.99,91,94.06801,-3.06801
Il Marroneto Brunello di Montalcino,2010,brunello,79.99,93,94.23390,-1.23390
Fanti Brunello di Montalcino,2010,brunello,45.99,94,94.03325,-0.03325
Il Marroneto Brunello Madonne delle Grazie,2010,brunello,534.97,94,96.91898,-2.91898
Cordella Brunello di Montalcino,2010,brunello,69.99,98,94.17488,3.82512
Bellaria Brunello di Montalcino Assunto,2010,brunello,59.99,97,94.11588,2.88412
La Fortuna Brunello di Montalcino,2010,brunello,49.99,96,94.05685,1.94315
Marco Lazzeretti Brunello di Montalcino,2010,brunello,32.99,94,93.95653,0.04347
Citille di Sopra Brunello di Montalcino,2010,brunello,54.99,96,94.08636,1.91364
Tapiz Alta Collection Malbec,2012,malbec,20.99,93,91.61848,1.38152
Bodega Monteviejo Festivo Malbec,2013,malbec,17.99,91,91.61914,-0.61914
Ricardo Santos Gran Reserva Malbec,2009,malbec,36.99,91,91.65782,-0.65782
Calcu Malbec,2012,malbec,13.99,90,91.57716,-1.57716
Lamadrid Gran Reserva Malbec,2010,malbec,28.99,93,91.62897,1.37103
Tapiz Seleccion de Barricas Red,2009,malbec,34.99,92,91.64602,0.35398
Alamos Malbec Mendoza Seleccion,2013,malbec,16.99,91,91.61324,-0.61324
MAAL Biutiful Malbec,2013,malbec,19.99,91,91.63094,-0.63094
Conti Costanti Brunello di Montalcino,2009,brunello,74.99,92,94.18604,-2.18604
Val di Suga Vigna del Lago Brunello di Montalcino,2009,brunello,74.99,91,94.18604,-3.18604
Val di Suga Vigna Spuntali Brunello di Montalcino,2009,brunello,99.98,92,94.33351,-2.33351
Val di Suga Poggio al Granchio Brunello di Montalcino,2009,brunello,94.99,91,94.30406,-3.30406
Voliero Brunello di Montalcino,2009,brunello,45.99,92,94.01489,-2.01489
Camigliano Gualto Brunello di Montalcino Riserva,2006,brunello,99.99,90,94.27849,-4.27849
Altesino Montosoli Brunello di Montalcino,2009,brunello,109.99,95,94.39259,0.60741
Le Ragnaie Brunello di Montalcino,2010,brunello,129.97,98,94.52886,3.47114
Le Chiuse Brunello di Montalcino,2010,brunello,59.99,95,94.11588,0.88412
Antucura Malbec,2014,malbec,16.99,90,91.63159,-1.63159
Casarena Lauren's Vineyard Malbec,2011,malbec,41.99,91,91.72405,-0.72405
CARO Aruma Malbec,2014,malbec,13.99,90,91.61389,-1.61389
Caparzo Brunello di Montalcino Riserva,2012,brunello,95.99,92,94.36505,-2.36505
Dona Paula Estate Malbec,2013,malbec,14.99,92,91.60143,0.39857
Poggio Antico Brunello di Montalcino Altero,1997,brunello,109.00,94,94.16641,-0.16641
Recuerdo Aliado Malbec,2012,malbec,31.99,90,91.68340,-1.68340
Ruca Malen Malbec,2013,malbec,16.99,91,91.61324,-0.61324
Catena Alta Malbec,2012,malbec,67.99,94,91.89584,2.10416
Zuccardi Q Malbec,2013,malbec,18.99,92,91.62504,0.37496
Livio Sassetti Brunello di Montalcino Pertimali,2010,brunello,149.97,100,94.64690,5.35310
Vina Cobos Bramare Marchiori Vineyard Malbec,2011,malbec,96.99,97,92.04864,4.95136
Vina Cobos Bramare Lujan de Cuyo Malbec,2012,malbec,40.99,94,91.73651,2.26349
Pulenta Estate Malbec,2011,malbec,26.99,92,91.63553,0.36447
Pulenta Gran Malbec X,2011,malbec,50.99,92,91.77716,0.22284
Mendel Malbec,2013,malbec,25.99,93,91.66635,1.33365
Palazzo Brunello di Montalcino,2010,brunello,70.99,98,94.18079,3.81921
Durigutti Malbec Clasico,2014,malbec,14.99,90,91.61980,-1.61980
Fattoria Scopone Brunello di Montalcino L'Olivare,2010,brunello,49.99,95,94.05685,0.94315
Fattoria Scopone Brunello di Montalcino,2010,brunello,29.99,93,93.93883,-0.93883
Crocus Malbec de Cahors,2011,malbec,46.99,90,91.75356,-1.75356
Il Bosco di Grazia Brunello di Montalcino Grazia,2010,brunello,49.99,96,94.05685,1.94315
Luca Malbec,2013,malbec,28.99,93,91.68405,1.31595
Vina Cobos Felino Malbec,2014,malbec,17.99,91,91.63750,-0.63750
Marcelo Pelleriti Reserve Malbec,2012,malbec,19.99,93,91.61258,1.38742
Titus Malbec,2012,malbec,44.99,91,91.76012,-0.76012
Bodega Cuarto Dominio Chento Malbec,2012,malbec,18.99,91,91.60667,-0.60667
Catena Zapata Argentino Vineyard Malbec,2011,malbec,129.99,92,92.24339,-0.24339
Bodegas Nieto Senetiner Terroir Blend Malbec,2012,malbec,29.99,92,91.67159,0.32841
MAAL Imposible Malbec,2013,malbec,26.99,91,91.67226,-0.67226
Antinori Pian Delle Vigne Brunello Di Montalcino,2010,brunello,79.99,96,94.23390,1.76610
Susana Balbo Signature Malbec,2013,malbec,23.99,92,91.65454,0.34546
Collosorbo Brunello di Montalcino,2010,brunello,49.99,92,94.05685,-2.05685
Luigi Bosca Single Vineyard Malbec,2013,malbec,26.99,90,91.67226,-1.67226
Riglos Gran Malbec,2013,malbec,29.99,91,91.68996,-0.68996
Riglos Quinto Malbec,2014,malbec,22.99,90,91.66701,-1.66701
Vina Cobos Bramare Marchiori Vineyard Malbec,2012,malbec,78.99,95,91.96077,3.03923
Angulo Innocenti Unisono,2011,malbec,43.99,92,91.73586,0.26414
Casarena Reservado Malbec,2013,malbec,20.99,91,91.63684,-0.63684
Kaiken Ultra Malbec,2013,malbec,20.99,93,91.63684,1.36316
Val di Suga Brunello di Montalcino,2010,brunello,89.00,92,94.28708,-2.28708
Fattoria dei Barbi Brunello di Montalcino Vigna del Fiore,2005,brunello,99.99,90,94.26013,-4.26013
Bodegas Renacer Punto Final Malbec Reserva,2013,malbec,19.99,90,91.63094,-1.63094
Terrazas de los Andes Reserva Malbec,2013,malbec,20.99,92,91.63684,0.36316
Bodega Colome Reserva Malbec,2010,malbec,99.99,94,92.04797,1.95203
Vina Cobos Bramare Lujan de Cuyo Malbec,2013,malbec,38.99,92,91.74307,0.25693
Casanuova delle Cerbaie Brunello di Montalcino,1997,brunello,149.00,94,94.40248,-0.40248
Trivento Golden Reserve Malbec,2013,malbec,21.99,92,91.64275,0.35725
Bodega Colome Estate Malbec,2013,malbec,26.99,93,91.67226,1.32774
