name,vintage,varietal,location,price,score,prediction,difference,bordeauxBlends,syrah,pinot,italy,france,australia
Chateau Lynch-Bages,2006.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",179.97,92.0,93.987595,-1.9875946,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Lynch-Bages (Futures Pre-Sale),2009.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",134.99,97.0,93.72067,3.2793274,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Leoville Poyferre,2008.0,Bordeaux Red Blends,"St. Julien, Bordeaux, France",99.0,93.0,93.44864,-0.44863892,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Leoville Poyferre (Futures Pre-Sale),2009.0,Bordeaux Red Blends,"St. Julien, Bordeaux, France",149.99,96.0,93.82688,2.1731186,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Leoville Las Cases,2008.0,Bordeaux Red Blends,"St. Julien, Bordeaux, France",219.99,95.0,94.30535,0.69464874,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Leoville Las Cases (Futures Pre-Sale),2009.0,Bordeaux Red Blends,"St. Julien, Bordeaux, France",379.0,99.0,95.44847,3.551529,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Leoville Barton,2005.0,Bordeaux Red Blends,"St. Julien, Bordeaux, France",176.99,96.0,93.9493,2.0506973,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Leoville Barton,2008.0,Bordeaux Red Blends,"St. Julien, Bordeaux, France",104.97,93.0,93.490906,-0.49090576,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Leoville Barton (Futures Pre-Sale),2009.0,Bordeaux Red Blends,"St. Julien, Bordeaux, France",99.99,96.0,93.47284,2.5271606,1.0,0.0,0.0,0.0,1.0,0.0
Les Forts de Latour,2005.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",239.99,94.0,94.3954,-0.395401,1.0,0.0,0.0,0.0,1.0,0.0
Les Forts de Latour,2008.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",189.99,92.0,94.092926,-2.092926,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Latour,2008.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",629.99,95.0,97.20851,-2.2085114,1.0,0.0,0.0,0.0,1.0,0.0
Carruades de Lafite,2008.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",155.0,91.0,93.84517,-2.845169,1.0,0.0,0.0,0.0,1.0,0.0
Carruades de Lafite (Futures Pre-Sale),2009.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",259.0,95.0,94.59877,0.40122986,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Lafite Rothschild,2008.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",989.97,95.0,99.75749,-4.757492,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Hosanna (Futures Pre-sale),2009.0,Bordeaux Red Blends,"Pomerol, Bordeaux, France",229.0,98.0,94.386345,3.613655,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Haut-Bailly,2008.0,Bordeaux Red Blends,"Pessac-Leognan, Bordeaux, France",159.97,92.0,93.880356,-1.8803558,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Haut-Bailly (Futures Pre-Sale),2009.0,Bordeaux Red Blends,"Pessac-Leognan, Bordeaux, France",129.99,97.0,93.685265,3.3147354,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Duhart-Milon,2008.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",89.97,92.0,93.3847,-1.384697,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Duhart-Milon (Futures Pre-sale),2009.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",79.99,95.0,93.33122,1.6687775,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Cos d'Estournel,2008.0,Bordeaux Red Blends,"St. Estephe, Bordeaux, France",167.99,93.0,93.93715,-0.93714905,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Cos d'Estournel (Futures Pre-Sale),2009.0,Bordeaux Red Blends,"St. Estephe, Bordeaux, France",429.0,100.0,95.80252,4.1974792,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Clinet (Futures Pre-Sale),2009.0,Bordeaux Red Blends,"Pomerol, Bordeaux, France",149.99,96.0,93.82688,2.1731186,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Calon-Segur,2008.0,Bordeaux Red Blends,"St. Estephe, Bordeaux, France",129.99,93.0,93.668076,-0.66807556,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Lascombes (Futures Pre-Sale),2009.0,Bordeaux Red Blends,"Margaux, Bordeaux, France",84.99,94.0,93.36662,0.6333771,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Gloria (Futures Pre-Sale),2009.0,Bordeaux Red Blends,"St. Julien, Bordeaux, France",39.99,94.0,93.04799,0.9520111,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Cantenac Brown,2009.0,Bordeaux Red Blends,"Margaux, Bordeaux, France",99.0,93.0,93.46583,-0.46582794,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Canon,2005.0,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",139.0,94.0,93.6803,0.31970215,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Canon (Futures Pre-Sale),2009.0,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",144.99,96.0,93.79147,2.2085266,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Sociando-Mallet  (Futures Pre-Sale),2009.0,Bordeaux Red Blends,"Haut Medoc, Bordeaux, France",54.99,94.0,93.1542,0.8458023,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Smith Haut Lafitte (Futures Pre-Sale),2009.0,Bordeaux Red Blends,"Pessac-Leognan, Bordeaux, France",124.99,96.0,93.64986,2.3501434,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Saint-Pierre (Futures Pre-Sale),2009.0,Bordeaux Red Blends,"St. Julien, Bordeaux, France",74.99,93.0,93.295815,-0.2958145,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Quinault l'Enclos (Futures Pre-sale),2009.0,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",34.99,93.0,93.01258,-0.012580872,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Pontet-Canet,2008.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",139.99,93.0,93.73888,-0.73887634,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Pontet-Canet (Futures Pre-Sale),2009.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",149.79,98.0,93.82547,4.17453,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Malartic-Lagraviere (Futures Pre-Sale),2009.0,Bordeaux Red Blends,"Pessac-Leognan, Bordeaux, France",74.99,93.0,93.295815,-0.2958145,1.0,0.0,0.0,0.0,1.0,0.0
Chateau LaTour-Martillac,2005.0,Bordeaux Red Blends,"Pessac-Leognan, Bordeaux, France",85.0,93.0,93.29793,-0.29792786,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Chauvin (Futures Pre-sale),2009.0,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",42.99,91.0,93.06923,-2.0692291,1.0,0.0,0.0,0.0,1.0,0.0
Ornellaia (slightly scuffed label),2007.0,Bordeaux Red Blends,"Bolgheri, Tuscany, Italy",249.97,98.0,94.48593,3.5140686,1.0,0.0,0.0,1.0,0.0,0.0
Chateau Brane-Cantenac (Futures Pre-Sale),2009.0,Bordeaux Red Blends,"Margaux, Bordeaux, France",74.49,93.0,93.292274,-0.29227448,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Olivier (Futures Pre-Sale),2009.0,Bordeaux Red Blends,"Pessac-Leognan, Bordeaux, France",31.79,92.0,92.98992,-0.98992157,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Rauzan-Segla,2006.0,Bordeaux Red Blends,"Margaux, Bordeaux, France",89.99,92.0,93.35046,-1.3504562,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Rauzan-Segla (Futures Pre-Sale),2009.0,Bordeaux Red Blends,"Margaux, Bordeaux, France",94.99,97.0,93.43743,3.5625687,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Prieure-Lichine (Futures Pre-sale),2009.0,Bordeaux Red Blends,"Margaux, Bordeaux, France",49.99,94.0,93.11879,0.8812103,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Potensac (Futures Pre-sale),2009.0,Bordeaux Red Blends,"Medoc, Bordeaux, France",32.99,92.0,92.99842,-0.9984207,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Phelan Segur (Futures Pre-Sale),2009.0,Bordeaux Red Blends,"St. Estephe, Bordeaux, France",49.99,93.0,93.11879,-0.11878967,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Nenin,2005.0,Bordeaux Red Blends,"Pomerol, Bordeaux, France",57.99,96.0,93.106674,2.8933258,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Nenin (Futures Pre-Sale),2009.0,Bordeaux Red Blends,"Pomerol, Bordeaux, France",79.99,94.0,93.33122,0.66877747,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Meyney (Futures Pre-sale),2009.0,Bordeaux Red Blends,"St. Estephe, Bordeaux, France",38.99,93.0,93.0409,-0.040901184,1.0,0.0,0.0,0.0,1.0,0.0
Chateau L'Eglise Clinet,2008.0,Bordeaux Red Blends,"Pomerol, Bordeaux, France",259.99,94.0,94.588585,-0.5885849,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Lagrange (Futures Pre-Sale),2009.0,Bordeaux Red Blends,"St. Julien, Bordeaux, France",64.99,94.0,93.225006,0.7749939,1.0,0.0,0.0,0.0,1.0,0.0
Chateau La Gaffeliere,2008.0,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",57.0,93.0,93.15124,-0.15123749,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Haut-Batailley (Futures Pre-sale),2009.0,Bordeaux Red Blends,"Pauillac, Bordeaux, France",44.99,93.0,93.08339,-0.08338928,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Ducru-Beaucaillou,2008.0,Bordeaux Red Blends,"St. Julien, Bordeaux, France",169.97,94.0,93.951164,0.048835754,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Ducru-Beaucaillou (Futures Pre-Sale),2009.0,Bordeaux Red Blends,"St. Julien, Bordeaux, France",279.0,96.0,94.74039,1.259613,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Brillette Moulis en Medoc (Futures Pre-sale),2009.0,Bordeaux Red Blends,"Medoc, Bordeaux, France",22.99,92.0,92.92761,-0.9276123,1.0,0.0,0.0,0.0,1.0,0.0
Chateau Bellefont Belcier (Futures Pre-sale),2009.0,Bordeaux Red Blends,"St. Emilion, Bordeaux, France",39.99,92.0,93.04799,-1.0479889,1.0,0.0,0.0,0.0,1.0,0.0
